name,score,year,votes,budget,gross,net_profit,runtime,gender,genre,genre_,rating_,director_,writer_,star_,country_,company_,female_indicator,title_unique_score,cpi,adj_gross,adj_budget,title,rating,log_gross,cos_scores,top_result_index,max_semantic_similarity,max_title_similarity,max_title_similarity_index,len_of_title,len_of_title2,log_len_of_title,log_len_of_title2,log_title_unique_score,log_budget,log_adj_gross,mean_semantic_similarity,mean_title_similarity,median_semantic_similarity,max_title_similarity2,mean_title_similarity2,us_population,adjusted_scaler,year_and_inflation_adjusted_gross
Naked Gun 33 1/3: the Final Insult,6.5,1994,100000.0,30000000.0,51132598.0,21132598.0,83,2,Comedy,5,7,2036,3012,1329,53,1623,0,504,1.79921100546227,91998333.0,53976330.0,Naked Gun 33 1/3: the Final Insult,1.7044199333333334,17.749932777421876,"tensor([0.0395, 0.1342, 0.1289,  ..., 0.0873, 0.1337, 0.1852])",tensor(4380),0.590585470199585,0.5773502691896258,4550,7,34,1.9459101490553132,3.5263605246161616,6.222576268071369,17.216707939626428,18.337281015283935,0.0953386202454567,0.06605754522542957,0.0878576934337616,0.4920976343195001,0.0086474584908262,261794686,0.7898484051923468,116475936.89525299
Junior,4.6,1994,66000.0,60000000.0,108431355.0,48431355.0,109,2,Comedy,5,7,1034,2293,149,53,2042,0,1,1.79921100546227,195090887.0,107952660.0,Junior,1.80718925,18.50162785791183,"tensor([ 0.2673,  0.0584, -0.0559,  ...,  0.2584,  0.0762,  0.0140])",tensor(3050),0.5658136606216431,0.0,0,1,6,0.0,1.791759469228055,0.0,17.909855120186375,19.088976095122618,0.11031366139650345,0.0,0.10802002251148224,0.0,0.0,261794686,0.7898484051923468,246997886.83182913
New Nightmare,6.5,1994,53000.0,8000000.0,19721741.0,11721741.0,112,1,Fantasy,9,8,2650,4095,804,53,1531,1,29,1.79921100546227,35483573.0,14393688.0,New Nightmare,2.465217625,16.79723218924584,"tensor([0.0878, 0.1339, 0.0962,  ..., 0.0488, 0.1525, 0.1988])",tensor(810),0.6051007509231567,0.408248290463863,792,2,13,0.6931471805599453,2.5649493574615367,3.367295829986474,15.89495209964411,17.384580414957604,0.15156494081020355,0.0018302024111996004,0.14049981534481049,0.4641097721464851,0.0017733280207938586,261794686,0.7898484051923468,44924535.85616712
Baby's Day Out,6.2,1994,48000.0,48000000.0,16827402.0,-31172598.0,99,1,Adventure,2,6,1953,1996,1292,53,2022,1,57,1.79921100546227,30276047.0,86362128.0,Baby's Day Out,0.350570875,16.63851918704972,"tensor([ 0.2321,  0.0900, -0.0335,  ...,  0.0550,  0.1978,  0.1040])",tensor(1413),0.6493967175483704,0.408248290463863,42,3,14,1.0986122886681098,2.6390573296152584,4.04305126783455,17.686711568872166,17.225867429794718,0.0812908187508583,0.004628804240104766,0.0708627924323082,0.4555603320137593,0.004186512134894618,261794686,0.7898484051923468,38331465.63437963
The River Wild,6.4,1994,43000.0,45000000.0,94216343.0,49216343.0,111,1,Adventure,2,7,498,999,1520,53,2042,1,1077,1.79921100546227,169515081.0,80964495.0,The River Wild,2.093696511111111,18.3611042170675,"tensor([0.1605, 0.1151, 0.0836,  ..., 0.0633, 0.0585, 0.5663])",tensor(420),0.7094173431396484,0.816496580927726,300,3,14,1.0986122886681098,2.6390573296152584,6.981934677156389,17.622173047734595,18.948452454278204,0.13601164519786835,0.09362689184609432,0.13067670166492462,0.7521085606583646,0.015376479017601969,261794686,0.7898484051923468,214617235.26392266
Texas Chainsaw Massacre: The Next Generation,3.3,1994,21000.0,600000.0,185898.0,-414102.0,87,1,Comedy,5,8,1493,2300,1817,53,2031,1,1083,1.79921100546227,334470.0,1079527.0,Texas Chainsaw Massacre: The Next Generation,0.30983,12.132953415179365,"tensor([ 0.0495,  0.0358,  0.2498,  ...,  0.0307, -0.0303,  0.0847])",tensor(2624),0.8311618566513062,0.8164965809277261,441,6,44,1.791759469228055,3.784189633918261,6.9874902470009905,13.304684934198283,12.720302468429727,0.05162447318434715,0.06621028714993818,0.046257272362709045,0.76405287076006,0.00908612258442877,261794686,0.7898484051923468,423461.0056831711
The Next Karate Kid,4.5,1994,28000.0,12000000.0,15876353.0,3876353.0,107,2,Action,1,6,439,3394,1700,53,644,0,1076,1.79921100546227,28564909.0,21590532.0,The Next Karate Kid,1.3230294166666667,16.580341327457756,"tensor([ 0.1061,  0.0874, -0.0225,  ...,  0.0986,  0.0780,  0.0106])",tensor(1190),0.5857682228088379,0.8660254037844388,237,4,19,1.3862943611198906,2.9444389791664403,6.98100574072173,16.300417207752275,17.16768956441884,0.08345513045787811,0.08080449144567214,0.07731415331363678,0.8544781792521604,0.01161336790367468,261794686,0.7898484051923468,36165052.44831604
Blown Away,6.2,1994,29000.0,28000000.0,30156002.0,2156002.0,121,2,Action,1,8,2404,2042,960,53,1460,0,10,1.79921100546227,54257011.0,50377908.0,Blown Away,1.0770000714285715,17.22189453263552,"tensor([0.3985, 0.0554, 0.0541,  ..., 0.0430, 0.1264, 0.3463])",tensor(2282),0.7554268836975098,0.4999999999999999,2127,2,10,0.6931471805599453,2.302585092994046,2.302585092994046,17.14771506813948,17.809242777057758,0.1187736913561821,0.0007201175742032609,0.10554010421037674,0.4007640116456689,0.0006087519424205893,261794686,0.7898484051923468,68692942.3966959
Color of Night,5.2,1994,23000.0,40000000.0,19726050.0,-20273950.0,121,2,Mystery,11,8,2135,418,273,53,606,0,479,1.79921100546227,35491326.0,71968440.0,Color of Night,0.49315125,16.797450655218608,"tensor([0.1033, 0.1745, 0.0878,  ..., 0.0097, 0.2593, 0.2777])",tensor(3769),0.8465206623077393,0.5773502691896258,143,3,14,1.0986122886681098,2.6390573296152584,6.171700597410915,17.50439001207821,17.384798886562077,0.18105563521385193,0.025572399882346632,0.17281481623649597,0.6364531913015259,0.009984706805400527,261794686,0.7898484051923468,44934351.663794294
North,4.5,1994,13000.0,40000000.0,7182747.0,-32817253.0,87,2,Adventure,2,6,2164,87,607,53,526,0,2,1.79921100546227,12923277.0,71968440.0,North,0.179568675,15.78719245838456,"tensor([0.2634, 0.1617, 0.1022,  ..., 0.0753, 0.2209, 0.1380])",tensor(4918),0.6391343474388123,0.7071067811865475,3000,1,5,0.0,1.6094379124341003,0.6931471805599453,17.50439001207821,16.374540661929007,0.1622944474220276,0.00014015991698444944,0.1617804914712906,0.7493670114302944,0.0001485365731279077,261794686,0.7898484051923468,16361718.16647889
Muriel's Wedding,7.2,1994,37000.0,9000000.0,15482277.0,6482277.0,106,1,Comedy,5,8,1927,2988,2214,4,577,1,14,1.79921100546227,27855883.0,16192899.0,Muriel's Wedding,1.720253,16.55520650833199,"tensor([ 0.0222,  0.0728,  0.0865,  ...,  0.0120,  0.1629, -0.0874])",tensor(376),0.636573076248169,0.4999999999999999,2668,2,16,0.6931471805599453,2.772588722239781,2.6390573296152584,16.012735135300492,17.142554740808972,0.10202252119779587,0.0009255656888274233,0.09822332859039307,0.4594692080319528,0.0008345438864700163,261794686,0.7898484051923468,35267378.92598066
The Client,6.7,1994,62000.0,45000000.0,117615211.0,72615211.0,119,1,Crime,6,7,1254,1987,2105,53,2079,1,1052,1.79921100546227,211614582.0,80964495.0,The Client,2.6136713555555557,18.582928930302522,"tensor([0.2994, 0.1249, 0.0242,  ..., 0.0925, 0.1351, 0.1509])",tensor(2744),0.5749309659004211,0.5897678246195885,2903,2,10,0.6931471805599453,2.302585092994046,6.9584483932976555,17.622173047734595,19.170277168617503,0.15561135113239288,0.1124075434109188,0.1509985476732254,0.12407251669183811,0.01457291161963391,261794686,0.7898484051923468,267917970.85222554
It Could Happen to You,6.4,1994,37000.0,20000000.0,37939757.0,17939757.0,101,2,Comedy,5,6,100,1716,1646,53,2014,0,170,1.79921100546227,68261628.0,35984220.0,It Could Happen to You,1.89698785,17.45151011760087,"tensor([ 0.2329,  0.0791,  0.0781,  ..., -0.0084,  0.1307,  0.3612])",tensor(3845),0.567829966545105,0.5163977794943223,226,5,22,1.6094379124341003,3.091042453358316,5.135798437050262,16.811242831518264,18.03885835114378,0.13634029030799866,0.008200781408379479,0.12868286669254303,0.5217016344418034,0.005036894242788068,261794686,0.7898484051923468,86423708.08278923
Wolf,6.2,1994,54000.0,70000000.0,131002597.0,61002597.0,125,2,Drama,7,8,1825,1874,859,53,644,0,7,1.79921100546227,235701314.0,125944770.0,Wolf,1.8714656714285713,18.690727705396405,"tensor([0.0045, 0.1639, 0.1055,  ..., 0.1278, 0.1982, 0.2075])",tensor(3016),0.723465085029602,0.7071067811865475,2960,1,4,0.0,1.3862943611198906,1.9459101490553132,18.064005800013632,19.278075942774148,0.15384894609451294,0.0006969529625871763,0.14813095331192017,0.6935829351226239,0.000715029114406775,261794686,0.7898484051923468,298413356.8549792
Mary Shelley's Frankenstein,6.4,1994,53000.0,45000000.0,112006296.0,67006296.0,123,2,Drama,7,8,1464,2622,1858,53,2014,0,10,1.79921100546227,201522960.0,80964495.0,Mary Shelley's Frankenstein,2.4890288,18.534065641965118,"tensor([0.0207, 0.1714, 0.1353,  ..., 0.1270, 0.2780, 0.1195])",tensor(4394),0.632127046585083,0.5773502691896258,4394,3,27,1.0986122886681098,3.295836866004329,2.302585092994046,17.622173047734595,19.121413878269156,0.1402399241924286,0.0005140149826035925,0.1346036195755005,0.5590743249350714,0.0004802116341553525,261794686,0.7898484051923468,255141314.04864252
Exit to Eden,4.3,1994,6600.0,25000000.0,6841570.0,-18158430.0,113,1,Comedy,5,8,851,256,441,53,1815,1,102,1.79921100546227,12309428.0,44980275.0,Exit to Eden,0.2736628,15.738527795424,"tensor([0.1790, 0.2265, 0.0280,  ..., 0.0812, 0.2966, 0.1513])",tensor(4492),0.6132395267486572,0.5773502691896258,15,3,12,1.0986122886681098,2.4849066497880004,4.624972813284271,17.034386382832476,16.325876030793474,0.14513622224330902,0.00587890415028806,0.13839776813983917,0.44233834250895054,0.0028174244345528657,261794686,0.7898484051923468,15584544.98240376
The Jungle Book,6.0,1994,17000.0,27000000.0,43229904.0,16229904.0,111,2,Adventure,2,6,2413,3501,943,53,2051,0,1070,1.79921100546227,77779719.0,48578697.0,The Jungle Book,1.6011075555555556,17.582043035961266,"tensor([-0.0145,  0.1650, -0.0620,  ...,  0.0919,  0.0787,  0.1757])",tensor(4845),0.5945178866386414,1.0000000000000002,2727,3,15,1.0986122886681098,2.70805020110221,6.975413927455952,17.111347423968603,18.169391273931428,0.10719119012355804,0.0928800555253871,0.10103167593479156,1.0,0.014023637535040817,261794686,0.7898484051923468,98474236.9405162
The Hudsucker Proxy,7.2,1994,78000.0,40000000.0,2816518.0,-37183482.0,111,2,Comedy,5,6,1248,1236,2174,52,1674,0,1053,1.79921100546227,5067510.0,71968440.0,The Hudsucker Proxy,0.07041295,14.851011928207189,"tensor([0.0641, 0.2290, 0.1800,  ..., 0.3823, 0.3793, 0.2119])",tensor(2086),0.522055983543396,0.4815434123430769,2903,3,19,1.0986122886681098,2.9444389791664403,6.959398512133975,17.50439001207821,15.43836013066599,0.1705818623304367,0.09179522421280055,0.16601069271564484,0.08912790566635259,0.010470991386255565,261794686,0.7898484051923468,6415800.762129717
Timecop,5.9,1994,57000.0,27000000.0,101646581.0,74646581.0,99,2,Action,1,8,2019,2591,955,53,1314,0,1,1.79921100546227,182883647.0,48578697.0,Timecop,3.764688185185185,18.437012462450824,"tensor([0.2553, 0.1972, 0.1877,  ..., 0.0330, 0.1504, 0.0910])",tensor(3861),0.5877628326416016,0.0,0,1,7,0.0,1.9459101490553132,0.0,17.111347423968603,19.02436069985043,0.16605231165885925,0.0,0.1628730148077011,0.0,0.0,261794686,0.7898484051923468,231542718.574539
The Santa Clause,6.5,1994,102000.0,22000000.0,190539357.0,168539357.0,97,2,Comedy,5,6,1323,2392,2168,53,2076,0,1060,1.79921100546227,342820508.0,39582642.0,The Santa Clause,8.660879863636364,19.06536932961771,"tensor([ 0.1632,  0.1465, -0.0005,  ...,  0.0588,  0.3243,  0.1196])",tensor(2564),0.6919375658035278,1.0000000000000002,2564,3,16,1.0986122886681098,2.772588722239781,6.966024187106113,16.90655301132259,19.652717567869285,0.12852665781974792,0.09217407706695924,0.12052786350250244,1.0,0.012143533554787995,261794686,0.7898484051923468,434033297.71428114
The Specialist,5.6,1994,63000.0,45000000.0,170362582.0,125362582.0,110,2,Action,1,8,1589,2050,2112,53,2079,0,1052,1.79921100546227,306518232.0,80964495.0,The Specialist,3.7858351555555556,18.953439559044373,"tensor([0.3998, 0.0250, 0.0397,  ..., 0.1301, 0.1227, 0.1825])",tensor(4804),0.6663123965263367,0.5897678246195885,2903,2,14,0.6931471805599453,2.6390573296152584,6.9584483932976555,17.622173047734595,19.540787796073854,0.17016907036304474,0.1124075434109188,0.15989547967910767,0.12407251669183811,0.01457291161963391,261794686,0.7898484051923468,388072230.04439133
The Pagemaster,6.1,1994,22000.0,27000000.0,13670688.0,-13329312.0,80,2,Animation,3,3,2068,916,1403,53,2022,0,1052,1.79921100546227,24596452.0,48578697.0,The Pagemaster,0.5063217777777778,16.430764536621663,"tensor([0.1372, 0.2335, 0.1384,  ..., 0.2737, 0.2288, 0.1393])",tensor(3065),0.5219601392745972,0.5897678246195885,2903,2,14,0.6931471805599453,2.6390573296152584,6.9584483932976555,17.111347423968603,17.018112762858507,0.1636495590209961,0.1124075434109188,0.15915922820568085,0.12407251669183811,0.01457291161963391,261794686,0.7898484051923468,31140725.02812762
Shallow Grave,7.3,1994,58000.0,2500000.0,2079569.0,-420431.0,89,1,Crime,6,8,540,1994,1241,52,548,1,5,1.79921100546227,3741583.0,4498028.0,Shallow Grave,0.8318276,14.547671218667762,"tensor([0.0756, 0.2366, 0.0852,  ..., 0.0782, 0.1664, 0.1706])",tensor(1371),0.6047507524490356,0.4999999999999999,2312,2,13,0.6931471805599453,2.5649493574615367,1.6094379124341003,14.73180128983843,15.135019341872693,0.1330510824918747,0.00025010935204303994,0.11742979288101196,0.4965210254436928,0.00027031745116183934,261794686,0.7898484051923468,4737090.023102391
Serial Mom,6.8,1994,28000.0,13000000.0,7820688.0,-5179312.0,95,1,Comedy,5,8,1340,2065,1203,53,1815,1,5,1.79921100546227,14071068.0,23389743.0,Serial Mom,0.6015913846153846,15.872283088191162,"tensor([ 0.0569, -0.0577,  0.2237,  ...,  0.0418,  0.0395,  0.0025])",tensor(2740),0.6629023551940918,0.3162277660168379,444,2,10,0.6931471805599453,2.302585092994046,1.6094379124341003,16.38045991542581,16.45963133239321,0.0821521133184433,0.00017712151342050818,0.07641027867794037,0.36798680747554263,0.00020265076657932957,261794686,0.7898484051923468,17814897.020110287
Bad Girls,5.2,1994,12000.0,25000000.0,15240435.0,-9759565.0,99,1,Action,1,8,1364,93,1406,53,2022,1,34,1.79921100546227,27420758.0,44980275.0,Bad Girls,0.6096174,16.53946265112251,"tensor([ 0.0316, -0.0183, -0.0218,  ...,  0.0225,  0.1424,  0.0947])",tensor(3813),0.7124990820884705,0.4999999999999999,696,2,9,0.6931471805599453,2.1972245773362196,3.5263605246161616,17.034386382832476,17.12681087577179,0.08348841965198517,0.0026964704878494733,0.07337844371795654,0.4916092355048826,0.002495686022117614,261794686,0.7898484051923468,34716482.0739524
The Shadow,6.1,1994,24000.0,25000000.0,48063435.0,23063435.0,108,2,Action,1,7,2266,4070,43,53,2042,0,1054,1.79921100546227,86476261.0,44980275.0,The Shadow,1.9225374,17.688032258877065,"tensor([ 0.0138,  0.1628, -0.0266,  ...,  0.0560,  0.1993,  0.2740])",tensor(1250),0.8554843664169312,0.7071067811865475,2224,2,10,0.6931471805599453,2.302585092994046,6.960347729101308,17.034386382832476,18.275380494930392,0.1703978180885315,0.11254770332790325,0.16172678768634796,0.7256962960509775,0.01595623696940913,261794686,0.7898484051923468,109484630.76144464
Blue Sky,6.4,1994,7000.0,16000000.0,3359465.0,-12640535.0,101,1,Drama,7,7,2601,3220,1013,53,1593,1,24,1.79921100546227,6044386.0,28787376.0,Blue Sky,0.2099665625,15.027292293071076,"tensor([ 0.5402,  0.3894,  0.0603,  ..., -0.0647,  0.0585,  0.1641])",tensor(1532),0.6577366590499878,0.4999999999999999,186,2,8,0.6931471805599453,2.0794415416798357,3.1780538303479458,16.588099280204055,15.614640465325559,0.11341359466314316,0.0020007212928626877,0.10097944736480713,0.5345580519599548,0.0019145372633896293,261794686,0.7898484051923468,7652589.991022453
Quiz Show,7.5,1994,66000.0,31000000.0,24822619.0,-6177381.0,133,2,Biography,4,7,2205,3040,1792,53,294,0,5,1.79921100546227,44661129.0,55775541.0,Quiz Show,0.8007296451612903,17.027265851916063,"tensor([0.2443, 0.0837, 0.2584,  ..., 0.0047, 0.0379, 0.1247])",tensor(4872),0.43558254837989807,0.408248290463863,810,2,9,0.6931471805599453,2.1972245773362196,1.6094379124341003,17.24949776244942,17.614614083949277,0.10337334126234055,0.00024276409740170248,0.10030923038721085,0.4696652684381699,0.00026869083468458667,261794686,0.7898484051923468,56543925.01954088
Surviving the Game,6.2,1994,11000.0,7400000.0,7727256.0,327256.0,96,2,Action,1,8,765,1194,1914,53,1531,0,490,1.79921100546227,13902964.0,13314161.0,Surviving the Game,1.0442237837837838,15.860264376947995,"tensor([0.1960, 0.0775, 0.1733,  ..., 0.0560, 0.0261, 0.0813])",tensor(168),0.5948162078857422,0.816496580927726,1684,3,18,1.0986122886681098,2.8903717578961645,6.194405391104672,15.816990558174398,16.44761261277913,0.09917408227920532,0.09290274790304721,0.0942840725183487,0.6426298204698293,0.013272662671642328,261794686,0.7898484051923468,17602066.306146808
Nell,6.5,1994,28000.0,24500000.0,106683817.0,82183817.0,112,1,Drama,7,7,1734,2562,1044,53,815,1,1,1.79921100546227,191946698.0,44080670.0,Nell,4.354441510204081,18.485380036540516,"tensor([0.1830, 0.1952, 0.1487,  ..., 0.2613, 0.2789, 0.2280])",tensor(1665),0.48898759484291077,0.0,0,1,4,0.0,1.3862943611198906,0.0,17.014183675514957,19.07272827686666,0.17473429441452026,0.0,0.177580326795578,0.0,0.0,261794686,0.7898484051923468,243017136.881167
Major League II,5.6,1994,25000.0,25000000.0,30626182.0,5626182.0,105,2,Comedy,5,6,617,952,328,53,2079,0,43,1.79921100546227,55102964.0,44980275.0,Major League II,1.22504728,17.23736582200273,"tensor([0.3367, 0.1919, 0.1496,  ..., 0.2203, 0.1309, 0.0512])",tensor(1274),0.6652114391326904,0.816496580927726,731,3,15,1.0986122886681098,2.70805020110221,3.7612001156935624,17.034386382832476,17.824714065779794,0.12412262707948685,0.0032371470538375526,0.11874495446681976,0.8892115845896328,0.0024069240637943352,261794686,0.7898484051923468,69763974.50164013
Don Juan DeMarco,6.7,1994,49000.0,25000000.0,68792531.0,43792531.0,97,2,Comedy,5,7,1179,2442,1097,53,1531,0,4,1.79921100546227,123772279.0,44980275.0,Don Juan DeMarco,2.75170124,18.046605735963883,"tensor([0.0372, 0.1632, 0.0005,  ..., 0.1595, 0.2896, 0.0363])",tensor(4148),0.5121164321899414,0.408248290463863,4148,3,16,1.0986122886681098,2.772588722239781,1.3862943611198906,17.034386382832476,18.63395397553243,0.12048032879829407,0.0006685619052403713,0.11109037697315216,0.30130866793920047,0.0005259436421825367,261794686,0.7898484051923468,156703841.1248783
Clifford,5.5,1994,7100.0,19000000.0,7408745.0,-11591255.0,90,2,Comedy,5,6,1968,4147,1463,53,1593,0,1,1.79921100546227,13329896.0,34185009.0,Clifford,0.3899339473684211,15.818171617206279,"tensor([0.3116, 0.1946, 0.0030,  ..., 0.1385, 0.2369, 0.1630])",tensor(1187),0.5899498462677002,0.5,2894,1,8,0.0,2.0794415416798357,0.0,16.759949537130716,16.40551989017397,0.15943080186843872,9.910802775024777e-05,0.15623897314071655,0.5694674262589687,0.0001128775869690721,261794686,0.7898484051923468,16876524.548725087
Thumbelina,6.4,1994,16000.0,28000000.0,11373501.0,-16626499.0,86,1,Animation,3,3,686,1493,1043,23,776,1,1,1.79921100546227,20463328.0,50377908.0,Thumbelina,0.40619646428571426,16.24679673389773,"tensor([ 0.1591,  0.3982,  0.0958,  ...,  0.1797,  0.3960, -0.0045])",tensor(4547),0.47334522008895874,0.0,0,1,10,0.0,2.302585092994046,0.0,17.14771506813948,16.83414496410677,0.09587521851062775,0.0,0.08924520015716553,0.0,0.0,261794686,0.7898484051923468,25907918.361899707
Double Dragon,3.8,1994,12000.0,7850000.0,2341309.0,-5508691.0,96,2,Action,1,7,1102,3053,1866,53,1073,0,19,1.79921100546227,4212509.0,14123806.0,Double Dragon,0.29825592356687897,14.666220732636477,"tensor([0.1905, 0.0882, 0.2614,  ..., 0.1265, 0.1820, 0.0825])",tensor(4339),0.6999161243438721,0.7071067811865475,1239,2,13,0.6931471805599453,2.5649493574615367,2.9444389791664403,15.876024089758591,15.253568990138989,0.1402648389339447,0.0014880309665399156,0.13492316007614136,0.6789836682341328,0.0015527183104251132,261794686,0.7898484051923468,5333313.2944342075
Death and the Maiden,7.3,1994,23000.0,12000000.0,3103716.0,-8896284.0,103,1,Drama,7,8,2245,283,2043,52,953,1,631,1.79921100546227,5584240.0,21590532.0,Death and the Maiden,0.258643,14.948110661253978,"tensor([0.1459, 0.3156, 0.0976,  ..., 0.1540, 0.1913, 0.1398])",tensor(682),0.5213314294815063,0.5773502691896258,2120,4,20,1.3862943611198906,2.995732273553991,6.447305862541213,16.300417207752275,15.535458902443427,0.1557117998600006,0.08683291498743748,0.15134140849113464,0.42182429319811754,0.015469791189810234,261794686,0.7898484051923468,7070014.908291301
PCU,6.6,1994,12000.0,8000000.0,4330020.0,-3669980.0,79,2,Comedy,5,7,985,32,997,53,2022,0,1,1.79921100546227,7790620.0,14393688.0,PCU,0.5412525,15.28108271890565,"tensor([0.1502, 0.3272, 0.0829,  ..., 0.0834, 0.3001, 0.1085])",tensor(4161),0.5208446979522705,0.0,0,1,3,0.0,1.0986122886681098,0.0,15.89495209964411,15.868431003896822,0.13195832073688507,0.0,0.1235242486000061,0.0,0.0,261794686,0.7898484051923468,9863437.020047916
8 Seconds,6.6,1994,4900.0,7000000.0,19623396.0,12623396.0,105,2,Biography,4,7,1288,2862,1400,53,1243,0,7,1.79921100546227,35306630.0,12594477.0,8 Seconds,2.803342285714286,16.792233085808387,"tensor([ 0.2291,  0.0479, -0.0324,  ...,  0.1400,  0.0878,  0.0849])",tensor(2436),0.7423150539398193,0.5,2150,2,9,0.6931471805599453,2.1972245773362196,1.9459101490553132,15.761420707019587,17.379581322964686,0.11244600266218185,9.910802775024777e-05,0.10815659910440445,0.5563733747788974,0.00011028213573417192,261794686,0.7898484051923468,44700514.387190536
Above the Rim,6.6,1994,15000.0,3500000.0,16192320.0,12692320.0,96,2,Crime,6,8,1159,1793,576,53,1531,0,476,1.79921100546227,29133400.0,6297239.0,Above the Rim,4.626377142857143,16.600047613719898,"tensor([ 0.5719,  0.0782,  0.1653,  ..., -0.0338,  0.0683,  0.2837])",tensor(2706),0.6659047603607178,0.6666666666666669,639,3,13,1.0986122886681098,2.5649493574615367,6.16541785423142,15.068273526459642,17.187395840284555,0.18059983849525452,0.09206550966210192,0.17358607053756714,0.5256555896871572,0.011672845847008503,261794686,0.7898484051923468,36884799.42287828
On Deadly Ground,4.6,1994,23000.0,50000000.0,38590458.0,-11409542.0,101,2,Action,1,8,2449,1117,2092,53,1828,0,7,1.79921100546227,69432377.0,89960550.0,On Deadly Ground,0.77180916,17.468515601803052,"tensor([ 0.1471,  0.0434,  0.0781,  ..., -0.0009, -0.0587,  0.2508])",tensor(885),0.7535734176635742,0.408248290463863,69,3,16,1.0986122886681098,2.772588722239781,1.9459101490553132,17.72753356339242,18.055863844064493,0.14028631150722504,0.0027172581809984464,0.12166720628738403,0.41548711586606474,0.0017756691477353412,261794686,0.7898484051923468,87905953.27351655
Ready to Wear,5.2,1994,15000.0,18000000.0,11300653.0,-6699347.0,133,1,Comedy,5,8,2170,3338,2058,53,872,1,105,1.79921100546227,20332259.0,32385798.0,Ready to Wear,0.6278140555555556,16.24037106962355,"tensor([ 0.4249,  0.0708,  0.1575,  ..., -0.0089,  0.1606,  0.1604])",tensor(4720),0.5959417819976807,0.6666666666666669,2243,3,13,1.0986122886681098,2.5649493574615367,4.653960350157523,16.70588231586044,16.827719296008027,0.17691172659397125,0.006047378005448278,0.170774906873703,0.5579141381518657,0.0031600264334611964,261794686,0.7898484051923468,25741976.392354194
Bullets Over Broadway,7.4,1994,36000.0,20000000.0,13383747.0,-6616253.0,98,2,Comedy,5,8,2684,4165,1067,53,1479,0,16,1.79921100546227,24080185.0,35984220.0,Bullets Over Broadway,0.66918735,16.409551618302167,"tensor([ 0.4044,  0.1858,  0.1742,  ..., -0.0123, -0.0006,  0.2145])",tensor(4067),0.5453726649284363,0.408248290463863,3661,3,21,1.0986122886681098,3.044522437723423,2.772588722239781,16.811242831518264,16.996899861099635,0.11882133036851883,0.0008499972570234942,0.11522338539361954,0.3817426990321149,0.0007568599563324218,261794686,0.7898484051923468,30487097.07040037
Crooklyn,7.0,1994,9700.0,14000000.0,13642861.0,-357139.0,115,1,Comedy,5,7,2378,2073,58,53,2042,1,1,1.79921100546227,24546386.0,25188954.0,Crooklyn,0.9744900714285715,16.428726939118118,"tensor([0.0537, 0.0970, 0.1312,  ..., 0.1069, 0.1813, 0.2369])",tensor(1275),0.6398695707321167,0.0,0,1,8,0.0,2.0794415416798357,0.0,16.454567887579532,17.016075191592414,0.14965634047985077,0.0,0.14032399654388428,0.0,0.0,261794686,0.7898484051923468,31077338.181144234
Spanking the Monkey,6.3,1994,6000.0,200000.0,1359736.0,1159736.0,100,2,Comedy,5,12,607,940,993,53,445,0,475,1.79921100546227,2446452.0,359842.0,Spanking the Monkey,6.79868,14.122801121221906,"tensor([ 0.0693,  0.0350, -0.0200,  ...,  0.0820,  0.0779,  0.0868])",tensor(670),0.5811383724212646,0.4815434123430769,2903,3,19,1.0986122886681098,2.9444389791664403,6.163314804034641,12.206072645530174,14.71014936965373,0.04305544123053551,0.09187614557860112,0.037911515682935715,0.46846850923884054,0.0107986590343247,261794686,0.7898484051923468,3097369.0443854616
The Legend of Drunken Master,7.6,1994,44000.0,10000000.0,11555430.0,1555430.0,102,2,Action,1,8,401,1147,862,18,1044,0,1512,1.79921100546227,20790657.0,17992110.0,The Legend of Drunken Master,1.155543,16.262666014325784,"tensor([0.1414, 0.2512, 0.1573,  ..., 0.2274, 0.2951, 0.1479])",tensor(3534),0.5680791735649109,0.6708203932499369,1897,5,28,1.6094379124341003,3.332204510175204,7.321188556739478,16.11809565095832,16.850014261066473,0.18907997012138367,0.0897102641098835,0.18668681383132935,0.5733794668549168,0.016028069985015655,261794686,0.7898484051923468,26322338.392184235
Intersection,5.4,1994,7900.0,45000000.0,21355893.0,-23644107.0,98,2,Drama,7,8,1667,946,1831,53,1623,0,1,1.79921100546227,38423758.0,80964495.0,Intersection,0.4745754,16.87683827828811,"tensor([0.2048, 0.0012, 0.0878,  ..., 0.0105, 0.0680, 0.0946])",tensor(2055),0.47444188594818115,0.0,0,1,12,0.0,2.4849066497880004,0.0,17.622173047734595,17.464186524159974,0.12612754106521606,0.0,0.12207642197608948,0.0,0.0,261794686,0.7898484051923468,48647003.33305466
The Swan Princess,6.5,1994,23000.0,45000000.0,9771658.0,-35228342.0,90,2,Animation,3,3,2134,3297,860,53,1524,0,1060,1.79921100546227,17581275.0,80964495.0,The Swan Princess,0.21714795555555555,16.09499671279399,"tensor([0.0470, 0.1268, 0.0199,  ..., 0.0456, 0.1241, 0.1181])",tensor(1472),0.5209183692932129,0.6666666666666669,497,3,17,1.0986122886681098,2.833213344056216,6.966024187106113,17.622173047734595,16.68234497318872,0.06449975073337555,0.09222689872574674,0.05529000982642174,0.5941610435874749,0.01218554908800603,261794686,0.7898484051923468,22259049.81819713
