name,score,year,votes,budget,gross,net_profit,runtime,gender,genre,genre_,rating_,director_,writer_,star_,country_,company_,female_indicator,title_unique_score,cpi,adj_gross,adj_budget,title,rating,log_gross,cos_scores,top_result_index,max_semantic_similarity,max_title_similarity,max_title_similarity_index,len_of_title,len_of_title2,log_len_of_title,log_len_of_title2,log_title_unique_score,log_budget,log_adj_gross,mean_semantic_similarity,mean_title_similarity,median_semantic_similarity,max_title_similarity2,mean_title_similarity2,us_population,adjusted_scaler,year_and_inflation_adjusted_gross
Any Which Way You Can,6.1,1980,18000.0,15000000.0,70687344.0,55687344.0,116,2,Action,1,6,333,3688,401,53,1959,0,64,1.0,70687344.0,15000000.0,Any Which Way You Can,4.7124896,18.073777104941627,"tensor([0.2926, 0.1705, 0.1619,  ..., 0.0370, 0.1655, 0.2917])",tensor(3845),0.6057952046394348,0.39999999999999997,2210,5,21,1.6094379124341003,3.044522437723423,4.1588830833596715,16.523560759066484,18.073777104941627,0.16782239079475403,0.0030226909963186836,0.16226772964000702,0.36378774744434134,0.0021961109306374697,226545805,0.6835006680856248,103419568.26170172
Popeye,5.3,1980,30000.0,20000000.0,49823037.0,29823037.0,114,2,Adventure,2,6,2170,2172,1877,53,1623,0,1,1.0,49823037.0,20000000.0,Popeye,2.49115185,17.72398802539439,"tensor([0.2903, 0.3130, 0.0326,  ..., 0.2112, 0.3809, 0.1462])",tensor(4882),0.49801185727119446,0.0,0,1,6,0.0,1.791759469228055,0.0,16.811242831518264,17.72398802539439,0.15129508078098297,0.0,0.1485757976770401,0.0,0.0,226545805,0.6835006680856248,72893911.19330767
Ordinary People,7.7,1980,49000.0,6000000.0,54766923.0,48766923.0,124,2,Drama,7,8,2205,2166,561,53,1623,0,9,1.0,54766923.0,6000000.0,Ordinary People,9.1278205,17.818596974791003,"tensor([ 0.2624,  0.1549, -0.0183,  ...,  0.0709,  0.2014,  0.0235])",tensor(3723),0.5398339033126831,0.4999999999999999,117,2,15,0.6931471805599453,2.70805020110221,2.1972245773362196,15.60727002719233,17.818596974791003,0.10963696241378784,0.0005329357231817247,0.10517900437116623,0.4807059598686804,0.0005346941506657433,226545805,0.6835006680856248,80127095.05228916
Dressed to Kill,7.1,1980,37000.0,6500000.0,31899000.0,25399000.0,104,2,Crime,6,8,295,487,1527,53,952,0,113,1.0,31899000.0,6500000.0,Dressed to Kill,4.907538461538461,17.27808521930133,"tensor([ 0.2166,  0.0417,  0.1049,  ..., -0.0714, -0.0251,  0.2215])",tensor(889),0.7643206119537354,0.6666666666666669,344,3,15,1.0986122886681098,2.70805020110221,4.727387818712341,15.687312734865866,17.27808521930133,0.14099769294261932,0.006586344307617863,0.12310846149921417,0.5573786981632551,0.0037165564797088458,226545805,0.6835006680856248,46670034.85065195
Somewhere in Time,7.2,1980,27000.0,5100000.0,9709597.0,4609597.0,103,2,Drama,7,6,1147,3290,385,53,1732,0,149,1.0,9709597.0,5100000.0,Somewhere in Time,1.9038425490196078,16.088625335801677,"tensor([0.2388, 0.2512, 0.0628,  ..., 0.0311, 0.2463, 0.1299])",tensor(4919),0.6298438310623169,0.816496580927726,3861,3,17,1.0986122886681098,2.833213344056216,5.003946305945459,15.444751097694555,16.088625335801677,0.1545620858669281,0.009876581260246918,0.15059810876846313,0.7392503335010572,0.005599343427409095,226545805,0.6835006680856248,14205687.650891427
9 to 5,6.9,1980,29000.0,10000000.0,103300686.0,93300686.0,109,1,Comedy,5,6,478,3019,915,53,1211,1,107,1.0,103300686.0,10000000.0,9 to 5,10.3300686,18.453154574919704,"tensor([0.1042, 0.1494, 0.0544,  ..., 0.1749, 0.0736, 0.1254])",tensor(2357),0.6151951551437378,0.6324555320336759,214,3,6,1.0986122886681098,1.791759469228055,4.672828834461906,16.11809565095832,18.453154574919704,0.05670774728059769,0.00995862480164243,0.05262337625026703,0.4954884895352915,0.007215023754489305,226545805,0.6835006680856248,151134725.7191841
The Fog,6.8,1980,66000.0,1000000.0,21448782.0,20448782.0,89,1,Horror,10,8,1273,1960,20,53,262,1,1054,1.0,21448782.0,1000000.0,The Fog,21.448782,16.88117841850929,"tensor([-0.0031,  0.2796,  0.0067,  ...,  0.0016,  0.2082,  0.1625])",tensor(3231),0.7448016405105591,0.5897678246195885,2903,2,7,0.6931471805599453,1.9459101490553132,6.960347729101308,13.815510557964274,16.88117841850929,0.13518206775188446,0.11255114619713893,0.12988188862800598,0.6458176356830025,0.015960693389986364,226545805,0.6835006680856248,31380776.93482668
Cruising,6.5,1980,20000.0,11000000.0,19814523.0,8814523.0,102,2,Crime,6,8,2665,4123,31,55,1371,0,1,1.0,19814523.0,11000000.0,Cruising,1.8013202727272728,16.801925711644703,"tensor([ 0.2765,  0.0470,  0.1830,  ..., -0.0658,  0.1855,  0.2280])",tensor(1724),0.5921794176101685,0.0,0,1,8,0.0,2.0794415416798357,0.0,16.213405830762646,16.801925711644703,0.123418889939785,0.0,0.1197822093963623,0.0,0.0,226545805,0.6835006680856248,28989763.909810483
Heaven's Gate,6.8,1980,14000.0,44000000.0,3484523.0,-40515477.0,219,2,Adventure,2,8,1742,2710,1268,53,1629,0,5,1.0,3484523.0,44000000.0,Heaven's Gate,0.07919370454545455,15.063841720498992,"tensor([0.4302, 0.2392, 0.1302,  ..., 0.3295, 0.1813, 0.2080])",tensor(3108),0.5745384097099304,0.7071067811865475,2594,2,13,0.6931471805599453,2.5649493574615367,1.6094379124341003,17.599700191882537,15.063841720498992,0.1775667816400528,0.001251269656713117,0.1726875901222229,0.6421232097602966,0.0011873872764902136,226545805,0.6835006680856248,5098053.539230016
The Final Countdown,6.7,1980,22000.0,12000000.0,16647800.0,4647800.0,103,2,Action,1,6,694,3883,1261,53,444,0,1069,1.0,16647800.0,12000000.0,The Final Countdown,1.3873166666666668,16.627788633528375,"tensor([0.3106, 0.0962, 0.1359,  ..., 0.0453, 0.1110, 0.2503])",tensor(3600),0.8656622767448425,0.6666666666666669,65,3,19,1.0986122886681098,2.9444389791664403,6.974478911025045,16.300417207752275,16.627788633528375,0.17551803588867188,0.09275965227652627,0.15764158964157104,0.41241527149016555,0.012744242344168334,226545805,0.6835006680856248,24356669.68201773
Xanadu,5.3,1980,12000.0,20000000.0,22762571.0,2762571.0,96,1,Fantasy,9,6,2188,3271,1672,53,2042,1,1,1.0,22762571.0,20000000.0,Xanadu,1.13812855,16.94062812217843,"tensor([0.0884, 0.2252, 0.2080,  ..., 0.0999, 0.2482, 0.0737])",tensor(1742),0.4966464340686798,0.0,0,1,6,0.0,1.791759469228055,0.0,16.811242831518264,16.94062812217843,0.08767086267471313,0.0,0.0823618620634079,0.0,0.0,226545805,0.6835006680856248,33302924.287922487
Brubaker,7.2,1980,17000.0,9000000.0,37121708.0,28121708.0,131,2,Crime,6,8,2465,4061,1868,53,2022,0,1,1.0,37121708.0,9000000.0,Brubaker,4.124634222222222,17.429712477754745,"tensor([0.1985, 0.3866, 0.1213,  ..., 0.0906, 0.2720, 0.0248])",tensor(3489),0.5605024099349976,0.0,0,1,8,0.0,2.0794415416798357,0.0,16.012735135300492,17.429712477754745,0.11926332116127014,0.0,0.11308205127716064,0.0,0.0,226545805,0.6835006680856248,54311151.01024249
American Gigolo,6.2,1980,22000.0,4800000.0,22743674.0,17943674.0,117,2,Crime,6,8,1983,3081,1831,53,1623,0,31,1.0,22743674.0,4800000.0,American Gigolo,4.738265416666667,16.939797598759668,"tensor([0.1562, 0.1260, 0.0321,  ..., 0.2627, 0.1712, 0.0858])",tensor(2674),0.5810660719871521,0.4999999999999999,380,2,15,0.6931471805599453,2.70805020110221,3.4339872044851463,15.38412647587812,16.939797598759668,0.11572601646184921,0.002640612642507494,0.10855071991682053,0.5636829642943951,0.0020612490642259477,226545805,0.6835006680856248,33275276.911873933
Cattle Annie and Little Britches,6.1,1980,604.0,5100000.0,534816.0,-4565184.0,97,2,Drama,7,6,1516,890,1975,53,528,0,171,1.0,534816.0,5100000.0,Cattle Annie and Little Britches,0.10486588235294117,13.189678041488651,"tensor([-0.0203,  0.1406,  0.1580,  ..., -0.0459,  0.1758,  0.1483])",tensor(1451),0.4170706868171692,0.4472135954999579,102,5,32,1.6094379124341003,3.4657359027997265,5.14166355650266,15.444751097694555,13.189678041488651,0.0773034393787384,0.007241801475399595,0.07223114371299744,0.4987955533037895,0.0036666054841675354,226545805,0.6835006680856248,782465.9506155765
Private Benjamin,6.2,1980,24000.0,10000000.0,69847348.0,59847348.0,109,1,Comedy,5,8,1015,2879,762,53,2079,1,8,1.0,69847348.0,10000000.0,Private Benjamin,6.9847348,18.06182267587418,"tensor([ 0.0883,  0.1699, -0.0289,  ...,  0.2184,  0.2083,  0.0122])",tensor(2568),0.5891330242156982,0.4999999999999999,67,2,16,0.6931471805599453,2.772588722239781,2.0794415416798357,16.11809565095832,18.06182267587418,0.11179973185062408,0.000505545454043994,0.10518620908260345,0.4841259251398401,0.0004804630737575007,226545805,0.6835006680856248,102190606.77092117
The Hollywood Knights,6.3,1980,4300.0,4000000.0,10000000.0,6000000.0,91,2,Comedy,5,8,800,1269,2217,53,1674,0,1059,1.0,10000000.0,4000000.0,The Hollywood Knights,2.5,16.11809565095832,"tensor([0.2643, 0.2275, 0.3298,  ..., 0.1580, 0.1831, 0.2062])",tensor(2711),0.6232523322105408,0.4815434123430769,2903,3,21,1.0986122886681098,3.044522437723423,6.9650803456014065,15.201804919084164,16.11809565095832,0.16591058671474457,0.09225101020726369,0.1612028181552887,0.5243336428282223,0.012010809867903191,226545805,0.6835006680856248,14630563.607214004
Motel Hell,6.0,1980,11000.0,3000000.0,6342668.0,3342668.0,101,2,Comedy,5,8,1472,3379,1893,53,484,0,7,1.0,6342668.0,3000000.0,Motel Hell,2.1142226666666666,15.6628100580827,"tensor([0.0067, 0.0315, 0.0884,  ..., 0.0555, 0.0305, 0.0786])",tensor(2344),0.4743269085884094,0.4999999999999999,1962,2,10,0.6931471805599453,2.302585092994046,1.9459101490553132,14.914122846632385,15.6628100580827,0.08104375004768372,0.0004819787587051037,0.0715450793504715,0.4988820394929647,0.00045723938868063094,226545805,0.6835006680856248,9279680.761344083
The Island,5.3,1980,3900.0,22000000.0,15716828.0,-6283172.0,109,2,Action,1,8,1783,3109,1527,53,2042,0,1059,1.0,15716828.0,22000000.0,The Island,0.7144012727272727,16.570242543434293,"tensor([0.2172, 0.1705, 0.0457,  ..., 0.1488, 0.1061, 0.1679])",tensor(3475),0.608780562877655,0.7071067811865475,4034,2,10,0.6931471805599453,2.302585092994046,6.9650803456014065,16.90655301132259,16.570242543434293,0.14984887838363647,0.11297577028538239,0.15130174160003662,0.6267482205681084,0.018065445045362654,226545805,0.6835006680856248,22994605.175764203
The Nude Bomb,5.1,1980,3100.0,15000000.0,14662035.0,-337965.0,94,2,Action,1,6,473,2678,555,53,2042,0,1053,1.0,14662035.0,15000000.0,The Nude Bomb,0.977469,16.500772057885996,"tensor([0.1914, 0.3223, 0.0653,  ..., 0.2113, 0.1375, 0.0536])",tensor(5015),0.5016095638275146,0.4815434123430769,2903,3,13,1.0986122886681098,2.5649493574615367,6.959398512133975,16.523560759066484,16.500772057885996,0.14530856907367706,0.09179522421280055,0.142166405916214,0.08912790566635259,0.010470991386255565,226545805,0.6835006680856248,21451383.567869797
Stardust Memories,7.3,1980,22000.0,10000000.0,10389003.0,389003.0,89,2,Comedy,5,6,2684,4165,2315,53,1229,0,4,1.0,10389003.0,10000000.0,Stardust Memories,1.0389003,16.156258400819592,"tensor([0.4094, 0.2657, 0.2532,  ..., 0.1515, 0.2295, 0.1684])",tensor(4990),0.5279124975204468,0.7071067811865475,3212,2,17,0.6931471805599453,2.833213344056216,1.3862943611198906,16.11809565095832,16.156258400819592,0.18758238852024078,0.00022108128278501695,0.18415319919586182,0.7071067811865476,0.00024957197551900805,226545805,0.6835006680856248,15199696.92070371
Melvin and Howard,6.8,1980,4500.0,7000000.0,4309490.0,-2690510.0,95,2,Comedy,5,8,1359,426,1720,53,2042,0,140,1.0,4309490.0,7000000.0,Melvin and Howard,0.6156414285714286,15.27633012561209,"tensor([ 0.0785,  0.2214,  0.0505,  ...,  0.1295,  0.3682, -0.0139])",tensor(980),0.5556666851043701,0.4364357804719848,4633,3,17,1.0986122886681098,2.833213344056216,4.941642422609304,15.761420707019587,15.27633012561209,0.1102536991238594,0.007229453045599317,0.09879569709300995,0.4382211543212295,0.003203111834376748,226545805,0.6835006680856248,6305026.755965267
Bronco Billy,6.1,1980,11000.0,6500000.0,24265659.0,17765659.0,116,2,Action,1,6,471,1003,401,53,2079,0,6,1.0,24265659.0,6500000.0,Bronco Billy,3.7331783076923077,17.004572698911353,"tensor([ 0.1378,  0.2427,  0.1397,  ..., -0.0180,  0.1322,  0.0986])",tensor(1172),0.5763214826583862,0.4999999999999999,1006,2,12,0.6931471805599453,2.4849066497880004,1.791759469228055,15.687312734865866,17.004572698911353,0.12556050717830658,0.0003600055036703345,0.1198524534702301,0.44543499311622836,0.00031660704879355204,226545805,0.6835006680856248,35502026.74704649
When Time Ran Out...,4.6,1980,2600.0,20000000.0,3763988.0,-16236012.0,121,2,Action,1,6,1078,1420,1725,53,1204,0,35,1.0,3763988.0,20000000.0,When Time Ran Out...,0.1881994,15.140989591584557,"tensor([0.2152, 0.1414, 0.2025,  ..., 0.0106, 0.1292, 0.2073])",tensor(602),0.6811281442642212,0.5773502691896258,2675,4,20,1.3862943611198906,2.995732273553991,3.5553480614894135,16.811242831518264,15.140989591584557,0.14877557754516602,0.0032195807137618843,0.13782134652137756,0.5911937355282547,0.0027642096773833353,226545805,0.6835006680856248,5506926.585079022
Oh Heavenly Dog,5.4,1980,2400.0,6000000.0,6216067.0,216067.0,103,2,Comedy,5,6,1233,3431,338,53,1505,0,12,1.0,6216067.0,6000000.0,Oh Heavenly Dog,1.0360111666666667,15.64264794960731,"tensor([0.4991, 0.1028, 0.0834,  ..., 0.1297, 0.1829, 0.2024])",tensor(2975),0.7405981421470642,0.408248290463863,1319,3,15,1.0986122886681098,2.70805020110221,2.4849066497880004,15.60727002719233,15.64264794960731,0.18085820972919464,0.0008537562876326741,0.176240012049675,0.4139563656474458,0.0007399352473568105,226545805,0.6835006680856248,9094456.363020392
The Octagon,5.1,1980,5200.0,4000000.0,18971000.0,14971000.0,103,2,Action,1,8,755,2385,389,53,143,0,1052,1.0,18971000.0,4000000.0,The Octagon,4.74275,16.758422055334684,"tensor([ 0.0975,  0.1340,  0.0759,  ..., -0.0110,  0.1546,  0.1954])",tensor(195),0.5308551788330078,0.5897678246195885,2903,2,11,0.6931471805599453,2.3978952727983707,6.9584483932976555,15.201804919084164,16.758422055334684,0.13124558329582214,0.1124075434109188,0.12967918813228607,0.12407251669183811,0.01457291161963391,226545805,0.6835006680856248,27755642.219245683
The Last Flight of Noah's Ark,5.8,1980,1300.0,6000000.0,11000000.0,5000000.0,97,2,Adventure,2,3,387,1225,623,53,2077,0,1531,1.0,11000000.0,6000000.0,The Last Flight of Noah's Ark,1.8333333333333333,16.213405830762646,"tensor([0.1205, 0.2048, 0.1141,  ..., 0.0792, 0.2203, 0.1717])",tensor(128),0.5806494951248169,0.6172133998483676,928,6,29,1.791759469228055,3.367295829986474,7.333676395657684,15.60727002719233,16.213405830762646,0.12734709680080414,0.08281981727388112,0.11861681938171387,0.5287401942546568,0.014890586994840799,226545805,0.6835006680856248,16093619.967935404
Willie & Phil,5.9,1980,415.0,5500000.0,4400000.0,-1100000.0,115,2,Comedy,5,8,1976,1761,1550,53,2022,0,75,1.0,4400000.0,5500000.0,Willie & Phil,0.8,15.29711509888849,"tensor([-0.0725,  0.1956,  0.1542,  ...,  0.0756,  0.1844,  0.0248])",tensor(2720),0.5870429277420044,0.0,0,3,13,1.0986122886681098,2.5649493574615367,4.31748811353631,15.520258650202699,15.29711509888849,0.07796026021242142,0.0,0.07569687068462372,0.0,0.0,226545805,0.6835006680856248,6437447.987174162
Phobia,4.0,1980,546.0,5100000.0,59167.0,-5040833.0,94,2,Drama,7,8,1301,1335,1724,8,403,0,1,1.0,59167.0,5100000.0,Phobia,0.011601372549019608,10.988119233016445,"tensor([-0.0028,  0.0534, -0.0323,  ...,  0.1115,  0.0692,  0.1645])",tensor(937),0.6670805811882019,0.0,0,1,6,0.0,1.791759469228055,0.0,15.444751097694555,10.988119233016445,0.1249101459980011,0.0,0.11511871963739395,0.0,0.0,226545805,0.6835006680856248,86564.65569480309
Indiana Jones and the Raiders of the Lost Ark,8.4,1981,905000.0,18000000.0,389925971.0,371925971.0,115,2,Action,1,6,2452,2368,794,53,1623,0,1551,1.10378312765527,430393708.0,19868096.0,Indiana Jones and the Raiders of the Lost Ark,21.662553944444443,19.78146746112154,"tensor([-0.0468,  0.1434,  0.2646,  ...,  0.0982,  0.2167,  0.1670])",tensor(240),0.6137535572052002,0.7272727272727273,3369,9,45,2.1972245773362196,3.8066624897703196,7.346655163176539,16.70588231586044,19.880210947745883,0.0965593010187149,0.11251544437523567,0.08908377587795258,0.47932985294272934,0.02149898329872823,228762211,0.6901876821389152,623589378.8573496
An American Werewolf in London,7.5,1981,97000.0,10000000.0,30669378.0,20669378.0,97,2,Comedy,5,8,1307,2011,496,52,1675,0,166,1.10378312765527,33852342.0,11037831.0,An American Werewolf in London,3.0669378,17.23877525548048,"tensor([0.0154, 0.2217, 0.1070,  ..., 0.1928, 0.1594, 0.1914])",tensor(3031),0.5674618482589722,0.7999999999999999,1759,5,30,1.6094379124341003,3.4011973816621555,5.111987788356544,16.11809565095832,17.337518742521524,0.13511845469474792,0.008967711497153037,0.1292797476053238,0.740942365986727,0.005243122370321857,228762211,0.6901876821389152,49048024.00281969
Escape from New York,7.2,1981,131000.0,6000000.0,25244626.0,19244626.0,99,2,Action,1,8,1273,1960,1283,53,262,0,60,1.10378312765527,27864592.0,6622699.0,Escape from New York,4.207437666666666,17.0441238593506,"tensor([0.2053, 0.0403, 0.0590,  ..., 0.1212, 0.0760, 0.2768])",tensor(1583),0.5905278921127319,0.7071067811865475,1583,4,20,1.3862943611198906,2.995732273553991,4.0943445622221,15.60727002719233,17.142867336854533,0.08456872403621674,0.003289948821652043,0.0745459571480751,0.7017900782564421,0.003018159398009156,228762211,0.6901876821389152,40372485.22553558
The Evil Dead,7.5,1981,192000.0,350000.0,2956630.0,2606630.0,85,2,Horror,10,4,2289,3538,269,53,1754,0,1101,1.10378312765527,3263478.0,386324.0,The Evil Dead,8.447514285714286,14.89956066418788,"tensor([0.1061, 0.0847, 0.0823,  ..., 0.0492, 0.0872, 0.2394])",tensor(3250),0.8794039487838745,0.816496580927726,4169,3,13,1.0986122886681098,2.5649493574615367,7.00397413672268,12.765688433465597,14.998304055805944,0.1559215486049652,0.09519392959520419,0.13117274641990662,0.9684683412694048,0.01826141198116652,228762211,0.6901876821389152,4728392.123554524
Blow Out,7.4,1981,47000.0,18000000.0,12000000.0,-6000000.0,108,2,Crime,6,8,295,487,1095,53,952,0,27,1.10378312765527,13245398.0,19868096.0,Blow Out,0.6666666666666666,16.300417207752275,"tensor([0.4022, 0.1305, 0.1485,  ..., 0.0447, 0.0368, 0.3184])",tensor(2299),0.6907292604446411,0.7071067811865475,2299,2,8,0.6931471805599453,2.0794415416798357,3.295836866004329,16.70588231586044,16.399160729311966,0.13109782338142395,0.002192259192358091,0.12161988019943237,0.805775118663916,0.001802251927249238,228762211,0.6901876821389152,19191008.97157721
Clash of the Titans,6.9,1981,42000.0,15000000.0,41092328.0,26092328.0,118,2,Action,1,6,663,390,1308,52,549,0,912,1.10378312765527,45357018.0,16556747.0,Clash of the Titans,2.739488533333333,17.531331995375407,"tensor([ 0.2642,  0.0371,  0.3448,  ..., -0.0769, -0.1149,  0.1092])",tensor(2140),0.6802334189414978,0.75,4043,4,19,1.3862943611198906,2.9444389791664403,6.815639990074331,16.523560759066484,17.630075474482013,0.08727585524320602,0.09933436635479997,0.07917044311761856,0.5283781617459855,0.01669713486624698,228762211,0.6901876821389152,65716933.48602955
Excalibur,7.4,1981,59000.0,11000000.0,34971136.0,23971136.0,140,2,Adventure,2,8,1266,3888,1650,52,590,0,1,1.10378312765527,38600550.0,12141614.0,Excalibur,3.1791941818181817,17.370033593499066,"tensor([0.3478, 0.2556, 0.1942,  ..., 0.0339, 0.0516, 0.0915])",tensor(2648),0.5401955842971802,0.0,0,1,9,0.0,2.1972245773362196,0.0,16.213405830762646,17.468777083038212,0.13260102272033691,0.0,0.1250167191028595,0.0,0.0,228762211,0.6901876821389152,55927613.60268786
Mad Max 2,7.6,1981,170000.0,3000000.0,23668369.0,20668369.0,96,2,Action,1,8,901,3860,1507,4,1272,0,103,1.10378312765527,26124746.0,3311349.0,Mad Max 2,7.889456333333333,16.979650073328138,"tensor([ 0.2147, -0.0731,  0.0434,  ...,  0.0896,  0.0924,  0.1683])",tensor(4425),0.665765106678009,0.7071067811865475,343,3,9,1.0986122886681098,2.1972245773362196,4.634728988229636,14.914122846632385,17.078393545713947,0.10642426460981369,0.0007622985926740026,0.09636274725198746,0.7110195985903365,0.0007751000589625299,228762211,0.6901876821389152,37851654.95715386
