"name","score","year","votes","budget","gross","net_profit","runtime","gender","genre","genre_","rating_","director_","writer_","star_","country_","company_","female_indicator","title_unique_score","cpi","adj_gross","adj_budget"
"The Immigrant",6.6,2013,31000,1.6e+07,5952884,-10047116,120,1,"Drama",7,8,1079,1676,1437,53,2115,1,1116,2.82765628161036,16832710,45242501
"21 & Over",5.8,2013,73000,1.3e+07,48065672,35065672,93,2,"Comedy",5,8,1349,2083,1586,53,1747,0,89,2.82765628161036,135913199,36759532
"Runner Runner",5.6,2013,61000,3e+07,62675095,32675095,88,2,"Crime",6,8,281,499,176,53,1533,0,14,2.82765628161036,177223626,84829688
"A Haunted House",5,2013,45000,2500000,60159584,57659584,86,2,"Comedy",5,8,1791,2596,1452,53,1586,0,148,2.82765628161036,170110626,7069141
"How I Live Now",6.5,2013,29000,8e+06,925762,-7074238,101,1,"Action",1,8,1480,2674,1953,52,929,1,70,2.82765628161036,2617737,22621250
"Upstream Color",6.7,2013,32000,50000,587174,537174,96,1,"Drama",7,5,2348,3628,90,53,861,1,5,2.82765628161036,1660326,141383
"Parkland",6.4,2013,15000,1e+07,1412181,-8587819,93,2,"Drama",7,7,2024,3130,2321,53,886,0,1,2.82765628161036,3993162,28276563
"Paranoia",5.7,2013,36000,3.5e+07,17056265,-17943735,106,2,"Drama",7,7,2200,1738,1335,53,1747,0,1,2.82765628161036,48229255,98967970
"The Past",7.7,2013,46000,1.1e+07,12673462,1673462,130,1,"Drama",7,7,178,303,192,15,1454,1,1120,2.82765628161036,35836194,31104219
"The Fifth Estate",6.2,2013,40000,2.8e+07,9058564,-18941436,128,2,"Biography",4,8,231,807,188,53,792,0,1118,2.82765628161036,25614505,79174376
"Bad Words",6.6,2013,48000,1e+07,7804337,-2195663,89,2,"Comedy",5,8,1116,193,925,53,82,0,25,2.82765628161036,22067983,28276563
"The East",6.8,2013,49000,6500000,2891812,-3608188,116,1,"Crime",6,7,2704,4182,263,52,796,1,1116,2.82765628161036,8177050,18379766
"The Lunchbox",7.8,2013,52000,1e+06,11621777,10621777,104,2,"Drama",7,6,2152,3319,849,21,1856,0,1116,2.82765628161036,32862391,2827656
"Getaway",4.4,2013,23000,1.8e+07,11806432,-6193568,90,2,"Action",1,7,490,3598,658,53,81,0,2,2.82765628161036,33384532,50897813
"Guardians of the Galaxy",8,2014,1100000,1.7e+08,773350147,603350147,121,2,"Action",1,7,1080,1678,360,53,1429,0,970,2.87333603075056,2222094842,488467125
"Interstellar",8.6,2014,1600000,1.65e+08,701729206,536729206,169,2,"Adventure",2,7,450,2110,1488,53,1623,0,1,2.87333603075056,2016303811,474100445
"John Wick",7.4,2014,565000,2e+07,86081711,66081711,101,2,"Action",1,8,378,1019,1217,53,1925,0,10,2.87333603075056,247341682,57466721
"Edge of Tomorrow",7.9,2014,620000,1.78e+08,370541256,192541256,113,2,"Action",1,7,706,696,2190,53,2079,0,479,2.87333603075056,1064689542,511453813
"Gone Girl",8.1,2014,893000,6.1e+07,369330363,308330363,149,2,"Drama",7,8,574,1405,176,53,2022,0,33,2.87333603075056,1061210239,175273498
"Captain America: The Winter Soldier",7.7,2014,764000,1.7e+08,714421503,544421503,136,2,"Action",1,7,152,694,350,53,1428,0,1134,2.87333603075056,2052773046,488467125
"The Grand Budapest Hotel",8.1,2014,734000,2.5e+07,172945750,147945750,99,2,"Adventure",2,8,2649,3694,1792,53,987,0,1130,2.87333603075056,496931255,71833401
"Whiplash",8.5,2014,749000,3300000,49396747,46096747,106,2,"Drama",7,8,509,773,1586,53,396,0,1,2.87333603075056,141933453,9482009
"Kingsman: The Secret Service",7.7,2014,607000,8.1e+07,414351546,333351546,129,2,"Action",1,8,1713,1720,405,52,2022,0,1135,2.87333603075056,1190571227,232740218
"Ex Machina",7.7,2014,493000,1.5e+07,36869414,21869414,108,1,"Drama",7,8,65,103,64,52,50,1,2,2.87333603075056,105938216,43100040
"Divergent",6.6,2014,435000,8.5e+07,288885818,203885818,139,1,"Action",1,7,1857,1239,2008,53,1925,1,2,2.87333603075056,830066030,244233563
"Nightcrawler",7.8,2014,486000,8500000,47398992,38898992,117,2,"Crime",6,8,515,782,873,53,396,0,1,2.87333603075056,136193232,24423356
"The Hobbit: The Battle of the Five Armies",7.4,2014,487000,2.5e+08,962182865,712182865,144,2,"Adventure",2,7,2021,1270,838,33,1531,0,3208,2.87333603075056,2764674694,718334008
"The Equalizer",7.2,2014,344000,5.5e+07,192330738,137330738,132,2,"Action",1,8,154,3304,526,53,644,0,1117,2.87333603075056,552630839,158033482
"Lucy",6.4,2014,460000,4e+07,458863600,418863600,89,1,"Action",1,8,1582,2467,1968,15,878,1,3,2.87333603075056,1318469315,114933441
"Chef",7.3,2014,202000,1.1e+07,48428048,37428048,114,2,"Adventure",2,8,1346,2079,1101,53,96,0,1,2.87333603075056,139150055,31606696
"The Imitation Game",8,2014,707000,1.4e+07,233555708,219555708,114,2,"Biography",4,7,1838,1425,188,52,361,0,1132,2.87333603075056,671084031,40226704
"Fury",7.6,2014,442000,6.8e+07,211822697,143822697,134,2,"Action",1,8,561,863,239,53,644,0,3,2.87333603075056,608637787,195386850
"X-Men: Days of Future Past",7.9,2014,673000,2e+08,746045700,546045700,132,2,"Action",1,7,328,3666,1708,53,2022,0,498,2.87333603075056,2143639990,574667206
"Predestination",7.5,2014,262000,5100000,4942449,-157551,97,2,"Action",1,8,1788,2788,658,4,1825,0,1,2.87333603075056,14201317,14654014
"The Purge: Anarchy",6.4,2014,143000,9e+06,111928365,102928365,103,2,"Action",1,8,1070,1666,694,53,2042,0,1118,2.87333603075056,321607804,25860024
"Birdman or (The Unexpected Virtue of Ignorance)",7.7,2014,594000,1.8e+07,103215094,85215094,119,2,"Comedy",5,8,60,98,1544,53,1533,0,485,2.87333603075056,296571649,51720049
"It Follows",6.8,2014,217000,1e+06,21947454,20947454,100,1,"Horror",10,8,614,948,1416,53,1564,1,30,2.87333603075056,63062410,2873336
"Blended",6.5,2014,124000,4e+07,127994610,87994610,117,2,"Comedy",5,7,817,1605,14,53,1083,0,1,2.87333603075056,367771525,114933441
"Hercules",6,2014,149000,1e+08,244819862,144819862,98,2,"Action",1,7,293,3517,580,53,1623,0,2,2.87333603075056,703449731,287333603
"The Judge",7.4,2014,183000,5e+07,84419388,34419388,141,2,"Crime",6,8,569,2941,1859,53,2079,0,1117,2.87333603075056,242565269,143666802
"Annie",5.3,2014,35000,6.5e+07,136853506,71853506,118,1,"Comedy",5,6,2655,4107,1779,53,1422,1,2,2.87333603075056,393226110,186766842
"Godzilla",6.4,2014,394000,1.6e+08,524976069,364976069,123,2,"Action",1,7,850,1601,8,53,2079,0,3,2.87333603075056,1508432654,459733765
"The Giver",6.5,2014,114000,2.5e+07,66980456,41980456,97,2,"Drama",7,7,2062,2765,251,53,1997,0,1116,2.87333603075056,192457358,71833401
"300: Rise of an Empire",6.2,2014,286000,1.1e+08,337580051,227580051,102,2,"Action",1,8,1902,4180,2101,53,2079,0,487,2.87333603075056,969980924,316066963
"American Sniper",7.3,2014,451000,58800000,547426372,488626372,133,2,"Action",1,8,471,1738,241,53,2079,0,30,2.87333603075056,1572939919,168952159
"Big Hero 6",7.8,2014,423000,1.65e+08,657869686,492869686,102,2,"Animation",3,6,688,2123,1920,53,981,0,40,2.87333603075056,1890280672,474100445
"The Amazing Spider-Man 2",6.6,2014,427000,2e+08,708982323,508982323,142,2,"Action",1,7,1622,107,96,53,1427,0,1216,2.87333603075056,2037144454,574667206
"Maleficent",7,2014,353000,1.8e+08,758411779,578411779,97,1,"Action",1,6,2210,2424,107,53,1254,1,1,2.87333603075056,2179171891,517200486
"Into the Woods",5.9,2014,135000,5e+07,212902372,162902372,125,1,"Adventure",2,6,2159,1687,115,53,315,1,511,2.87333603075056,611740056,143666802
"The Lego Movie",7.7,2014,331000,6e+07,468060692,408060692,100,2,"Animation",3,6,447,3160,360,53,2079,0,1162,2.87333603075056,1344895651,172400162
"The Hunger Games: Mockingjay - Part 1",6.6,2014,424000,1.25e+08,755356711,630356711,123,1,"Action",1,7,808,3117,979,53,1362,1,1171,2.87333603075056,2170393654,359167004
"Tusk",5.3,2014,48000,3e+06,1882074,-1117926,102,2,"Comedy",5,8,1486,2290,1170,8,1876,0,1,2.87333603075056,5407831,8620008
"Night at the Museum: Secret of the Tomb",6.2,2014,111000,1.27e+08,363204635,236204635,98,2,"Adventure",2,6,2353,905,186,52,2022,0,1545,2.87333603075056,1043608964,364913676
"The Fault in Our Stars",7.7,2014,352000,1.2e+07,307166834,295166834,126,1,"Drama",7,7,1394,3580,2008,53,984,1,1250,2.87333603075056,882593532,34480032
"As Above, So Below",6.2,2014,83000,5e+06,41898409,36898409,93,1,"Horror",10,8,1282,1976,1740,53,1333,1,13,2.87333603075056,120388208,14366680
"Annabelle",5.4,2014,147000,6500000,257579282,251079282,99,2,"Horror",10,8,1330,1324,2278,53,1531,0,2,2.87333603075056,740111832,18676684
"Boyhood",7.9,2014,341000,4e+06,48137666,44137666,165,2,"Drama",7,8,2128,3286,618,53,1165,0,1,2.87333603075056,138315690,11493344
"The Theory of Everything",7.7,2014,417000,1.5e+07,123726688,108726688,123,2,"Biography",4,7,1088,268,592,52,2112,0,1585,2.87333603075056,355508351,43100040
"The Expendables 3",6.1,2014,173000,8e+07,214657577,134657577,126,2,"Action",1,7,1950,3819,2112,15,1362,0,1146,2.87333603075056,616783350,229866882
"The Interview",6.5,2014,313000,4.4e+07,11782625,-32217375,112,2,"Action",1,8,776,796,887,53,644,0,1117,2.87333603075056,33855441,126426785
"The Drop",7.1,2014,146000,12600000,18658381,6058381,106,2,"Crime",6,8,1781,1006,2196,53,353,0,1119,2.87333603075056,53611798,36204034
"Transformers: Age of Extinction",5.6,2014,302000,2.1e+08,1104054072,894054072,165,2,"Action",1,7,1736,1151,1449,53,1623,0,477,2.87333603075056,3172318345,603400566
"Inherent Vice",6.7,2014,97000,2e+07,14710975,-5289025,148,2,"Comedy",5,8,1984,3083,1040,53,1026,0,4,2.87333603075056,42269575,57466721
"Neighbors",6.3,2014,294000,1.8e+07,270665134,252665134,97,2,"Comedy",5,8,1872,198,2004,53,1051,0,3,2.87333603075056,777711882,51720049
"The Babadook",6.8,2014,203000,2e+06,10312540,8312540,94,1,"Drama",7,5,1170,1815,657,4,1825,1,1116,2.87333603075056,29631393,5746672
"Sex Tape",5.1,2014,109000,4e+07,126069509,86069509,94,2,"Comedy",5,8,1056,2223,944,53,644,0,9,2.87333603075056,362240063,114933441
"The Other Woman",6,2014,133000,4e+07,196710396,156710396,109,1,"Comedy",5,7,1874,2683,286,53,2022,1,1132,2.87333603075056,565215068,114933441
"Wild Tales",8.1,2014,184000,3300000,30642704,27342704,122,2,"Comedy",5,8,507,1395,466,2,1291,0,26,2.87333603075056,88046785,9482009
"Wild",7.1,2014,123000,1.5e+07,52501541,37501541,115,1,"Adventure",2,8,1142,2938,1812,53,392,1,20,2.87333603075056,150854569,43100040
"Foxcatcher",7,2014,137000,2.4e+07,19206513,-4793487,134,2,"Biography",4,8,213,1106,2083,53,169,0,1,2.87333603075056,55186766,68960065
"The Guest",6.7,2014,95000,5e+06,2700051,-2299949,100,2,"Action",1,8,24,3658,439,53,1097,0,1116,2.87333603075056,7758154,14366680
"Teenage Mutant Ninja Turtles",5.8,2014,203000,1.25e+08,485004754,360004754,101,1,"Action",1,7,1368,2141,1501,53,1623,1,21,2.87333603075056,1393581635,359167004
"RoboCop",6.1,2014,219000,1e+08,242688965,142688965,117,2,"Action",1,7,1386,2156,1051,53,1460,0,3,2.87333603075056,697326947,287333603
"22 Jump Street",7,2014,354000,5e+07,331333876,281333876,112,2,"Action",1,8,2051,2696,319,53,644,0,24,2.87333603075056,952033564,143666802
"Dawn of the Planet of the Apes",7.6,2014,419000,1.7e+08,710644566,540644566,130,2,"Action",1,7,1701,2541,724,53,556,0,1952,2.87333603075056,2041920637,488467125
"Sin City: A Dame to Kill for",6.5,2014,155000,6.5e+07,39407616,-25592384,102,2,"Action",1,8,824,1295,1574,53,96,0,271,2.87333603075056,113231323,186766842
"Brick Mansions",5.7,2014,41000,2.8e+07,71416730,43416730,90,2,"Action",1,7,343,2467,1730,15,1747,0,3,2.87333603075056,205204264,80453409
"Vampire Academy",5.5,2014,53000,3e+07,15642346,-14357654,104,1,"Action",1,7,1671,3307,2333,53,162,1,11,2.87333603075056,44945716,86200081
"The Monuments Men",6.1,2014,127000,7e+07,156706638,86706638,118,2,"Comedy",5,7,892,1365,734,53,644,0,1143,2.87333603075056,450270829,201133522
"Honeymoon",5.7,2014,25000,1e+06,24343,-975657,87,1,"Drama",7,8,1550,3156,1901,53,907,1,3,2.87333603075056,69946,2873336
"Dumb and Dumber to",5.6,2014,131000,4e+07,169837010,129837010,109,2,"Comedy",5,7,274,3593,1024,53,2042,0,254,2.87333603075056,487998800,114933441
"How to Train Your Dragon 2",7.8,2014,313000,1.45e+08,621537519,476537519,102,2,"Animation",3,6,636,979,948,53,791,0,251,2.87333603075056,1785886148,416633724
"Noah",5.7,2014,246000,1.25e+08,359200044,234200044,138,2,"Action",1,7,549,845,1913,53,1623,0,1,2.87333603075056,1032102429,359167004
"A Walk Among the Tombstones",6.5,2014,115000,2.8e+07,58834384,30834384,114,2,"Action",1,8,2313,2363,1336,53,11,0,619,2.87333603075056,169050955,80453409
"Need for Speed",6.4,2014,165000,6.6e+07,203277636,137277636,132,2,"Action",1,7,2323,1370,6,53,792,0,47,2.87333603075056,584084956,189640178
"Rio 2",6.3,2014,83000,1.03e+08,498781117,395781117,101,2,"Animation",3,3,356,1061,1006,53,2023,0,95,2.87333603075056,1433165755,295953611
"Seventh Son",5.5,2014,74000,9.5e+07,114178613,19178613,102,2,"Action",1,7,2337,615,177,53,325,0,9,2.87333603075056,328073523,272966923
"Exodus: Gods and Kings",6,2014,162000,1.4e+08,268175631,128175631,150,2,"Action",1,7,2148,23,364,52,556,0,155,2.87333603075056,770558703,402267044
"A Million Ways to Die in the West",6.1,2014,181000,4e+07,87189756,47189756,116,2,"Comedy",5,8,2342,3619,2003,53,385,0,863,2.87333603075056,250525467,114933441
"Sabotage",5.7,2014,61000,3.5e+07,22126842,-12873158,109,2,"Action",1,8,561,3672,149,53,1587,0,1,2.87333603075056,63577852,100566761
"Paddington",7.2,2014,103000,5.5e+07,282377683,227377683,95,2,"Animation",3,6,1974,3071,828,52,1920,0,2,2.87333603075056,811365971,158033482
"Non-Stop",6.9,2014,254000,5e+07,222809600,172809600,106,2,"Action",1,7,1125,2062,1336,52,1920,0,1,2.87333603075056,640206852,143666802
"The Best of Me",6.7,2014,68000,2.6e+07,38609668,12609668,118,2,"Drama",7,7,1761,2925,895,53,764,0,1639,2.87333603075056,110938550,74706737
"Horrible Bosses 2",6.3,2014,162000,4.2e+07,107645357,65645357,108,2,"Comedy",5,8,2325,3593,925,53,333,0,97,2.87333603075056,309301283,120680113
"This Is Where I Leave You",6.6,2014,75000,19800000,41296320,21496320,103,2,"Comedy",5,8,2353,2117,925,53,18,0,127,2.87333603075056,118658204,56892053
"Into the Storm",5.8,2014,66000,5e+07,161502194,111502194,89,2,"Action",1,7,2446,2057,1823,53,435,0,511,2.87333603075056,464050073,143666802
"Penguins of Madagascar",6.7,2014,83000,1.32e+08,373515621,241515621,92,2,"Animation",3,6,754,2712,2203,53,791,0,469,2.87333603075056,1073235892,379280356
"Jack Ryan: Shadow Recruit",6.2,2014,126000,6e+07,135503748,75503748,105,2,"Action",1,7,1464,24,359,53,1623,0,16,2.87333603075056,389347801,172400162
"The Book of Life",7.3,2014,66000,5e+07,99783556,49783556,95,2,"Animation",3,6,1384,2124,542,53,1744,0,1626,2.87333603075056,286711687,143666802
"The November Man",6.3,2014,65000,1.5e+07,39661919,24661919,108,2,"Action",1,8,2234,2728,1770,53,1747,0,1197,2.87333603075056,113962021,43100040
"Dracula Untold",6.3,2014,184000,7e+07,217124280,147124280,92,2,"Action",1,7,866,2641,1399,53,2042,0,4,2.87333603075056,623871017,201133522
"I Origins",7.4,2014,119000,1e+06,481234,-518766,106,2,"Drama",7,8,1813,2814,1555,53,2054,0,44,2.87333603075056,1382747,2873336
"Transcendence",6.2,2014,220000,1e+08,103039258,3039258,119,2,"Action",1,7,2638,1637,1097,52,93,0,1,2.87333603075056,296066413,287333603
"Before I Go to Sleep",6.4,2014,75000,2.2e+07,17669776,-4330224,92,1,"Drama",7,8,2254,3487,1649,52,1821,1,175,2.87333603075056,50771204,63213393
"The Good Lie",7.4,2014,28000,2e+07,3396345,-16603655,110,1,"Biography",4,7,2059,2524,1812,28,93,1,1142,2.87333603075056,9758840,57466721
"Deliver Us from Evil",6.2,2014,73000,3e+07,87937815,57937815,118,2,"Action",1,8,2311,3570,645,53,1826,0,46,2.87333603075056,252674892,86200081
"Taken 3",6,2014,183000,4.8e+07,326479141,278479141,108,2,"Action",1,7,1919,2467,1336,15,878,0,31,2.87333603075056,938084279,137920129
"Pompeii",5.5,2014,108000,1e+08,117831631,17831631,105,2,"Action",1,7,1987,1726,1264,8,2014,0,1,2.87333603075056,338569871,287333603
"Ride Along",6.2,2014,106000,2.5e+07,154468902,129468902,99,2,"Action",1,7,2542,1432,840,53,2042,0,10,2.87333603075056,443841062,71833401
"That Awkward Moment",6.1,2014,99000,8e+06,45640143,37640143,94,2,"Comedy",5,8,2562,3951,2321,53,2009,0,13,2.87333603075056,131139467,22986688
"The Homesman",6.6,2014,32000,1.6e+07,3819421,-12180579,122,2,"Drama",7,8,2587,3981,2211,53,878,0,1116,2.87333603075056,10974480,45973376
"Men, Women & Children",6.7,2014,31000,1.6e+07,1705908,-14294092,119,1,"Comedy",5,8,1121,597,1176,53,1623,1,93,2.87333603075056,4901647,45973376
"Let's Be Cops",6.4,2014,129000,1.7e+07,138224951,121224951,104,2,"Action",1,8,1595,2485,874,53,1020,0,17,2.87333603075056,397166732,48846713
"A Most Violent Year",7,2014,68000,2e+07,12007070,-7992930,125,2,"Action",1,8,1040,1614,1682,53,322,0,125,2.87333603075056,34500347,57466721
"The Loft",6.3,2014,53000,1.4e+07,11020402,-2979598,108,2,"Mystery",11,8,764,349,1186,6,1586,0,1116,2.87333603075056,31665318,40226704
"A Most Wanted Man",6.8,2014,74000,1.5e+07,36233517,21233517,122,2,"Crime",6,8,155,188,1765,52,1362,0,199,2.87333603075056,104111070,43100040
"The Signal",6.1,2014,64000,4e+06,2595622,-1404378,97,2,"Drama",7,7,2664,562,251,53,258,0,1116,2.87333603075056,7458094,11493344
"The Hundred-Foot Journey",7.3,2014,79000,2.2e+07,89514453,67514453,122,1,"Comedy",5,6,1531,3774,809,53,139,1,1122,2.87333603075056,257205103,63213393
"Beyond the Lights",6.9,2014,16000,7e+06,14618727,7618727,116,1,"Drama",7,7,923,1406,775,53,363,1,514,2.87333603075056,42004515,20113352
"Maps to the Stars",6.2,2014,39000,1.5e+07,4510934,-10489066,111,1,"Comedy",5,8,567,525,1158,8,1702,1,607,2.87333603075056,12961429,43100040
"If I Stay",6.7,2014,118000,1.1e+07,78274843,67274843,107,1,"Drama",7,7,2075,3634,344,53,764,1,52,2.87333603075056,224909927,31606696
"Still Alice",7.5,2014,129000,5e+06,44779195,39779195,101,1,"Drama",7,7,2120,3279,1158,53,1387,1,9,2.87333603075056,128665674,14366680
"3 Days to Kill",6.2,2014,90000,2.8e+07,53260230,25260230,117,2,"Action",1,7,1722,43,1246,53,1747,0,166,2.87333603075056,153034538,80453409
"Love & Mercy",7.4,2014,37000,1e+07,28641776,18641776,121,2,"Biography",4,7,244,2979,1067,53,1769,0,117,2.87333603075056,82297447,28733360
"Big Eyes",7,2014,88000,1e+07,29253166,19253166,106,1,"Biography",4,7,2532,3567,83,53,1975,1,43,2.87333603075056,84054176,28733360
"Addicted",5.1,2014,10000,5e+06,17534314,12534314,106,1,"Drama",7,8,247,678,2021,53,637,1,1,2.87333603075056,50381976,14366680
"The Water Diviner",7,2014,73000,22500000,38176317,15676317,111,2,"Drama",7,8,2265,202,1913,4,903,0,1126,2.87333603075056,109693387,64650061
"Selma",7.5,2014,88000,2e+07,66787908,46787908,128,2,"Biography",4,7,186,3086,498,52,1632,0,1,2.87333603075056,191904102,57466721
"Veronica Mars",6.8,2014,51000,6e+06,3485383,-2514617,107,1,"Crime",6,7,2167,3329,1270,53,2081,1,7,2.87333603075056,10014677,17240016
"Million Dollar Arm",7,2014,44000,2.5e+07,38483455,13483455,124,2,"Biography",4,6,493,3960,1103,53,2076,0,11,2.87333603075056,110575898,71833401
"The One I Love",7.1,2014,37000,1e+05,596933,496933,91,2,"Comedy",5,8,396,2195,1443,53,1721,0,1223,2.87333603075056,1715189,287334
"Draft Day",6.8,2014,56000,2.5e+07,29824199,4824199,110,2,"Drama",7,7,1034,3582,1246,53,1925,0,36,2.87333603075056,85694946,71833401
"And So It Goes",5.8,2014,13000,1.8e+07,25419147,7419147,94,2,"Comedy",5,7,2164,2539,1533,53,230,0,41,2.87333603075056,73037751,51720049
"A Haunted House 2",4.7,2014,20000,4e+06,25358716,21358716,86,2,"Comedy",5,8,1791,2596,1452,53,278,0,241,2.87333603075056,72864112,11493344
"The Gambler",6.1,2014,68000,2.5e+07,39280992,14280992,111,2,"Crime",6,8,2264,4140,1449,53,1623,0,1116,2.87333603075056,112867490,71833401
"Cake",6.4,2014,36000,7e+06,2433850,-4566150,102,1,"Drama",7,8,526,3036,972,53,589,1,1,2.87333603075056,6993269,20113352
"I, Frankenstein",5.1,2014,79000,6.5e+07,76801179,11801179,92,2,"Action",1,7,2459,3790,5,53,1139,0,7,2.87333603075056,220675595,186766842
"Muppets Most Wanted",6.4,2014,33000,5e+07,80383113,30383113,107,2,"Adventure",2,6,1064,1654,1843,53,2076,0,15,2.87333603075056,230967695,143666802
"Pawn Sacrifice",7,2014,42000,1.9e+07,5578519,-13421481,115,2,"Biography",4,7,736,3774,2182,53,1007,0,3,2.87333603075056,16028960,54593385
"Left Behind",3.1,2014,38000,1.6e+07,27405896,11405896,110,2,"Action",1,7,2621,3072,1646,53,1910,0,6,2.87333603075056,78746348,45973376
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.2,2014,42000,2.8e+07,100654149,72654149,81,2,"Comedy",5,6,1806,3324,2083,53,2076,0,727,2.87333603075056,289213193,80453409
"St. Vincent",7.2,2014,98000,1.3e+07,54837234,41837234,102,2,"Comedy",5,7,2512,3866,205,53,556,0,4,2.87333603075056,157565800,37353368
"The Legend of Hercules",4.2,2014,53000,7e+07,61279452,-8720548,99,2,"Action",1,7,2106,3600,1225,53,1925,0,1601,2.87333603075056,176076457,201133522
"Step Up All in",6,2014,33000,4.5e+07,86165646,41165646,112,2,"Drama",7,7,2608,1092,1917,53,1925,0,175,2.87333603075056,247582855,129300121
"Winter's Tale",6.2,2014,53000,6e+07,30800231,-29199769,118,2,"Drama",7,7,35,55,404,53,2062,0,13,2.87333603075056,88499413,172400162
"Mr. Peabody & Sherman",6.8,2014,65000,1.45e+08,275698039,130698039,92,2,"Animation",3,6,2161,1759,2233,53,455,0,98,2.87333603075056,792173109,416633724
"Tammy",4.9,2014,49000,2e+07,100375432,80375432,97,1,"Comedy",5,8,206,2685,1514,53,1734,1,1,2.87333603075056,288412345,57466721
"A Long Way Down",6.4,2014,32000,1.2e+07,7257942,-4742058,96,2,"Comedy",5,8,1938,2938,1770,52,2100,0,151,2.87333603075056,20854506,34480032
"The Rover",6.4,2014,46000,1.2e+07,2510007,-9489993,103,2,"Action",1,8,601,934,780,4,1681,0,1116,2.87333603075056,7212094,34480032
"Lost River",5.7,2014,17000,2e+06,615500,-1384500,95,1,"Drama",7,8,2271,3516,370,53,396,1,29,2.87333603075056,1768538,5746672
"Magic in the Moonlight",6.5,2014,66000,16800000,51029361,34229361,97,2,"Comedy",5,7,2684,4165,405,53,1062,0,634,2.87333603075056,146624502,48272045
"The Quiet Ones",5.1,2014,20000,2e+05,17835162,17635162,98,2,"Horror",10,7,1327,759,920,52,886,0,1121,2.87333603075056,51246414,574667
"Barefoot",6.6,2014,24000,6e+06,15071,-5984929,90,1,"Comedy",5,7,106,3734,662,53,2095,1,1,2.87333603075056,43304,17240016
"No Good Deed",5.6,2014,20000,13200000,54323210,41123210,84,1,"Thriller",14,7,2286,52,2129,53,1826,1,44,2.87333603075056,156088837,37928036
"Serena",5.4,2014,28000,3e+07,5092129,-24907871,109,2,"Drama",7,8,2475,691,241,12,23,0,1,2.87333603075056,14631398,86200081
"The Duke of Burgundy",6.5,2014,12000,1e+06,185147,-814853,104,1,"Drama",7,5,2039,3148,2041,52,1783,1,1582,2.87333603075056,531990,2873336
"Wish I Was Here",6.7,2014,37000,6e+06,5670776,-329224,106,2,"Comedy",5,8,2700,29,2322,53,2115,0,57,2.87333603075056,16294045,17240016
"Get on Up",6.9,2014,23000,3e+07,33448971,3448971,139,2,"Biography",4,7,2493,1860,317,52,1171,0,78,2.87333603075056,96110134,86200081
"Suffragette",6.9,2014,40000,1.4e+07,31972096,17972096,106,1,"Drama",7,7,2304,20,289,52,1789,1,1,2.87333603075056,91866575,40226704
"Ouija",4.5,2014,50000,5e+06,103687316,98687316,89,1,"Horror",10,7,2457,2185,1671,53,2042,1,1,2.87333603075056,297928501,14366680
"Heaven Is for Real",5.8,2014,26000,1.2e+07,101982712,89982712,99,2,"Biography",4,6,2095,3226,770,53,2014,0,81,2.87333603075056,293030601,34480032
"While We're Young",6.3,2014,48000,1e+07,18117839,8117839,97,2,"Comedy",5,8,1901,2957,186,53,1158,0,15,2.87333603075056,52058640,28733360
"Think Like a Man Too",5.8,2014,20000,2.4e+07,70181428,46181428,106,2,"Comedy",5,7,2542,2240,1248,53,1378,0,175,2.87333603075056,201654826,68960065
"Planes: Fire & Rescue",6,2014,17000,5e+07,146965787,96965787,83,2,"Animation",3,6,2219,3419,443,53,766,0,94,2.87333603075056,422282091,143666802
"Top Five",6.4,2014,26000,1.2e+07,26117471,14117471,102,2,"Comedy",5,8,419,662,361,53,1158,0,13,2.87333603075056,75044270,34480032
"99 Homes",7.1,2014,32000,8e+06,1828232,-6171768,112,2,"Drama",7,8,2089,3221,96,53,430,0,3,2.87333603075056,5253125,22986688
"Black or White",6.6,2014,12000,9e+06,21833967,12833967,121,2,"Drama",7,7,1812,2813,1246,53,368,0,65,2.87333603075056,62736324,25860024
"Laggies",6.4,2014,43000,5e+06,2379154,-2620846,99,1,"Comedy",5,8,1598,182,1221,53,172,1,1,2.87333603075056,6836109,14366680
"Mad Max: Fury Road",8.1,2015,912000,1.5e+08,375658750,225658750,120,2,"Action",1,8,901,1378,2196,4,2079,0,25,2.8768167104997,1080701369,431522507
"Avengers: Age of Ultron",7.3,2015,777000,2.5e+08,1402809540,1152809540,141,2,"Action",1,7,1403,2157,1859,53,1429,0,474,2.8768167104997,4035625926,719204178
"Crimson Peak",6.5,2015,136000,5.5e+07,74679822,19679822,119,1,"Drama",7,8,958,1457,1523,8,781,1,5,2.8768167104997,214840160,158224919
"Furious 7",7.1,2015,370000,1.9e+08,1515341399,1325341399,137,2,"Action",1,7,1098,659,2262,53,2042,0,8,2.8768167104997,4359359459,546595175
"The Hateful Eight",7.8,2015,539000,4.4e+07,156480177,112480177,168,2,"Crime",6,8,2074,3200,1947,53,2068,0,1125,2.8768167104997,450164788,126579935
"Ant-Man",7.3,2015,595000,1.3e+08,519311965,389311965,117,2,"Action",1,7,2047,1131,1727,53,1011,0,2,2.8768167104997,1493965339,373986172
"Fifty Shades of Grey",4.1,2015,304000,4e+07,569651467,529651467,125,1,"Drama",7,8,2291,2244,432,53,969,1,475,2.8768167104997,1638782859,115072668
"Sicario",7.6,2015,386000,3e+07,84872444,54872444,121,1,"Action",1,8,647,3838,633,53,1362,1,1,2.8768167104997,244162465,86304501
