"name","score","year","votes","budget","gross","net_profit","runtime","gender","genre","genre_","rating_","director_","writer_","star_","country_","company_","female_indicator","title_unique_score","cpi","adj_gross","adj_budget"
"Top Gun",6.9,1986,306000,1.5e+07,357288178,342288178,110,2,"Action",1,6,2602,1870,2190,53,1623,0,14,1.33147885899251,475721656,19972183
"Aliens",8.3,1986,668000,18500000,131060248,112560248,137,1,"Action",1,8,1066,1658,2043,52,2022,1,5,1.33147885899251,174503949,24632359
"Stand by Me",8.1,1986,374000,8e+06,52287414,44287414,89,2,"Adventure",2,8,2164,3717,2291,53,644,0,57,1.33147885899251,69619586,10651831
"Ferris Bueller's Day Off",7.8,1986,330000,6e+06,70720215,64720215,103,2,"Comedy",5,7,1300,1996,1484,53,1623,0,41,1.33147885899251,94162471,7988873
"Crocodile Dundee",6.6,1986,96000,8800000,328203506,319403506,97,2,"Action",1,7,2009,3069,1717,4,1768,0,7,1.33147885899251,436996030,11717014
"Labyrinth",7.4,1986,127000,2.5e+07,13915874,-11084126,101,2,"Adventure",2,6,1207,1005,482,52,1118,0,2,1.33147885899251,18528692,33286971
"Highlander",7.1,1986,127000,1.6e+07,5900712,-10099288,116,2,"Action",1,8,2266,1451,381,52,1982,0,2,1.33147885899251,7856673,21303662
"Big Trouble in Little China",7.3,1986,128000,2.5e+07,11100577,-13899423,99,2,"Action",1,7,1273,1327,1283,53,2022,0,197,1.33147885899251,14780184,33286971
"Platoon",8.1,1986,389000,6e+06,138545632,132545632,120,2,"Drama",7,8,1915,2973,328,53,1117,0,1,1.33147885899251,184470580,7988873
"Blue Velvet",7.7,1986,186000,6e+06,8618766,2618766,120,1,"Drama",7,8,597,928,851,53,725,1,18,1.33147885899251,11475705,7988873
"Manhunter",7.2,1986,68000,1.5e+07,8621783,-6378217,120,2,"Crime",6,8,1769,3881,2307,53,725,0,1,1.33147885899251,11479722,19972183
"Howard the Duck",4.7,1986,44000,3.7e+07,37962774,962774,110,1,"Action",1,6,2659,3749,1313,53,2042,1,502,1.33147885899251,50546631,49264718
"The Fly",7.6,1986,165000,1.5e+07,60629159,45629159,96,2,"Drama",7,8,567,1374,963,53,1873,0,1117,1.33147885899251,80726443,19972183
"Little Shop of Horrors",7,1986,68000,2.5e+07,38983045,13983045,94,2,"Comedy",5,7,825,1552,1842,53,1951,0,496,1.33147885899251,51905100,33286971
"The Mosquito Coast",6.6,1986,28000,2.5e+07,14302779,-10697221,117,2,"Adventure",2,6,2042,3082,794,53,1970,0,1117,1.33147885899251,19043848,33286971
"River's Edge",7,1986,17000,1900000,4600000,2700000,99,2,"Crime",6,8,2535,2895,422,53,1117,0,11,1.33147885899251,6124803,2529810
"9½ Weeks",6,1986,39000,1.7e+07,6735922,-10264078,117,2,"Drama",7,8,27,1168,1574,53,1698,0,4,1.33147885899251,8968738,22635141
"The Golden Child",6,1986,53000,2.5e+07,79817937,54817937,94,2,"Action",1,7,1783,1001,591,53,1623,0,1130,1.33147885899251,106275896,33286971
"Star Trek IV: The Voyage Home",7.3,1986,81000,2.5e+07,109713132,84713132,119,2,"Action",1,6,1555,1348,2309,53,1623,0,1179,1.33147885899251,146080716,33286971
"Short Circuit",6.7,1986,58000,1.5e+07,40697761,25697761,98,1,"Comedy",5,6,1263,3526,71,53,2014,1,5,1.33147885899251,54188208,19972183
"The Delta Force",5.6,1986,19000,1.2e+07,17768900,5768900,125,2,"Action",1,8,1729,1657,389,53,1038,0,1120,1.33147885899251,23658915,15977746
"The Wraith",6,1986,15000,2700000,3500000,8e+05,93,2,"Action",1,7,1820,2822,328,53,1529,0,1116,1.33147885899251,4660176,3594993
"The Color of Money",7,1986,77000,13800000,52293982,38493982,119,2,"Drama",7,8,1685,4078,1725,53,2001,0,1596,1.33147885899251,69628331,18374408
"Hoosiers",7.5,1986,44000,6e+06,28607524,22607524,114,2,"Drama",7,6,559,232,729,52,590,0,1,1.33147885899251,38090313,7988873
"Heartbreak Ridge",6.9,1986,41000,1.5e+07,42724017,27724017,130,2,"Drama",7,8,471,1659,401,53,1237,0,5,1.33147885899251,56886125,19972183
"Flight of the Navigator",6.9,1986,45000,9e+06,18564613,9564613,90,2,"Adventure",2,6,2093,2560,1053,53,2076,0,969,1.33147885899251,24718390,11983310
"Cobra",5.8,1986,69000,2.5e+07,49042224,24042224,87,2,"Action",1,8,903,3089,2112,53,2079,0,2,1.33147885899251,65298684,33286971
"Peggy Sue Got Married",6.4,1986,34000,1.8e+07,41488348,23488348,103,1,"Comedy",5,7,807,1842,1203,53,2014,1,16,1.33147885899251,55240858,23966619
"The Mission",7.4,1986,57000,24500000,17502499,-6997501,125,2,"Adventure",2,6,2242,3343,1858,52,2079,0,1118,1.33147885899251,23304207,32621232
"Three Amigos!",6.5,1986,70000,2.5e+07,39246734,14246734,104,2,"Comedy",5,6,1307,3756,2087,53,1296,0,13,1.33147885899251,52256197,33286971
"Maximum Overdrive",5.5,1986,31000,1e+07,7433663,-2566337,98,2,"Action",1,8,2408,3717,630,53,725,0,3,1.33147885899251,9897765,13314789
"Lucas",6.9,1986,15000,6e+06,8200000,2200000,100,2,"Comedy",5,7,620,959,416,53,1321,0,1,1.33147885899251,10918127,7988873
"The Money Pit",6.4,1986,54000,1e+07,54999651,44999651,91,2,"Comedy",5,6,2112,899,2195,53,139,0,1129,1.33147885899251,73230873,13314789
"Back to School",6.6,1986,29000,1.1e+07,91258000,80258000,96,2,"Comedy",5,7,46,3436,1882,53,1593,0,131,1.33147885899251,121508098,14646267
"About Last Night",6.2,1986,15000,8500000,38702310,30202310,113,2,"Comedy",5,8,736,930,1851,53,2014,0,91,1.33147885899251,51531308,11317570
"Critters",6.1,1986,32000,2e+06,13167232,11167232,86,1,"Comedy",5,7,2402,1048,511,53,1531,1,2,1.33147885899251,17531891,2662958
"The Texas Chainsaw Massacre 2",5.6,1986,29000,4700000,8025872,3325872,101,2,"Comedy",5,12,2546,2326,523,53,495,0,1227,1.33147885899251,10686279,6257951
"From Beyond",6.7,1986,24000,4500000,1261000,-3239000,85,2,"Horror",10,8,2462,1478,966,53,837,0,18,1.33147885899251,1678995,5991655
"Sid and Nancy",7,1986,30000,4e+06,2850707,-1149293,112,2,"Biography",4,8,64,102,724,52,1199,0,147,1.33147885899251,3795656,5325915
"Henry: Portrait of a Serial Killer",7,1986,33000,111000,609939,498939,83,2,"Biography",4,12,1315,3278,1559,53,1407,0,549,1.33147885899251,812121,147794
"Night of the Creeps",6.8,1986,22000,5e+06,591366,-4408634,88,2,"Comedy",5,8,830,1302,935,53,2014,0,1005,1.33147885899251,787391,6657394
"The Hitcher",7.2,1986,45000,6e+06,5844868,-155132,97,2,"Action",1,8,2190,1209,1914,53,1112,0,1116,1.33147885899251,7782318,7988873
"SpaceCamp",5.7,1986,13000,1.8e+07,9697739,-8302261,107,1,"Adventure",2,6,984,730,1191,53,58,1,1,1.33147885899251,12912334,23966619
"Raw Deal",5.6,1986,32000,8500000,16209459,7709459,106,2,"Action",1,8,1303,2471,149,53,725,0,4,1.33147885899251,21582552,11317570
"The Great Mouse Detective",7.2,1986,46000,1.4e+07,38625550,24625550,74,2,"Animation",3,3,677,3152,2266,53,2076,0,1129,1.33147885899251,51429103,18640704
"The Transformers: the Movie",7.3,1986,38000,6e+06,5860601,-139399,84,2,"Animation",3,6,1863,3454,1681,53,1927,0,1662,1.33147885899251,7803266,7988873
"Troll",4.5,1986,9500,1100000,5450815,4350815,82,2,"Comedy",5,7,1271,1956,1546,25,837,0,1,1.33147885899251,7257645,1464627
"At Close Range",7,1986,15000,6500000,2347000,-4153000,111,2,"Crime",6,8,1073,1175,1994,53,1117,0,9,1.33147885899251,3124981,8654613
"Something Wild",6.9,1986,17000,7e+06,8362969,1362969,114,2,"Comedy",5,8,1359,1106,961,53,1750,0,25,1.33147885899251,11135116,9320352
"Heartburn",6.1,1986,10000,2e+07,25314189,5314189,108,1,"Comedy",5,8,1825,2962,1520,53,1623,1,1,1.33147885899251,33705307,26629577
"The Clan of the Cave Bear",5.4,1986,6200,1.5e+07,1953732,-13046268,98,1,"Adventure",2,8,1740,1762,471,53,2079,1,2084,1.33147885899251,2601353,19972183
"8 Million Ways to Die",5.8,1986,4700,1.8e+07,1305114,-16694886,115,2,"Action",1,8,967,2363,960,53,1698,0,132,1.33147885899251,1737732,23966619
"Poltergeist II: the Other Side",5.7,1986,26000,1.9e+07,40996665,21996665,91,1,"Horror",10,7,298,2592,1041,53,992,1,529,1.33147885899251,54586193,25298098
"Allan Quatermain and the Lost City of Gold",4.6,1986,9000,1.3e+07,3751699,-9248301,99,2,"Action",1,6,862,1474,1827,53,1038,0,1170,1.33147885899251,4995308,17309225
"Children of a Lesser God",7.2,1986,15000,10500000,31853080,21353080,119,2,"Drama",7,8,2092,2574,2304,53,1623,0,554,1.33147885899251,42411703,13980528
"Invaders from Mars",5.6,1986,8200,1.2e+07,4884663,-7115337,100,1,"Horror",10,6,2546,3269,1183,53,498,1,31,1.33147885899251,6503826,15977746
"Down and Out in Beverly Hills",6.2,1986,16000,1.4e+07,62134225,48134225,103,2,"Comedy",5,8,1976,3251,1641,53,2001,0,338,1.33147885899251,82730407,18640704
"The Big Easy",6.5,1986,12000,8500000,17685307,9185307,102,2,"Comedy",5,8,1210,819,525,53,1275,0,1149,1.33147885899251,23547612,11317570
"Pirates",6.1,1986,8100,4e+07,1641825,-38358175,121,2,"Action",1,7,2245,1947,2276,15,522,0,7,1.33147885899251,2186055,53259154
"No Mercy",5.7,1986,7000,1.4e+07,12303904,-1696096,106,2,"Crime",6,8,2132,1659,1831,53,2014,0,19,1.33147885899251,16382388,18640704
"Lady Jane",7.1,1986,6300,8500000,277646,-8222354,136,1,"Biography",4,7,2605,643,812,52,507,1,12,1.33147885899251,369680,11317570
"Club Paradise",5.1,1986,5900,1.5e+07,12308521,-2691479,96,2,"Comedy",5,7,981,1506,1877,53,2079,0,19,1.33147885899251,16388535,19972183
"Armed and Dangerous",5.7,1986,11000,1.2e+07,15945534,3945534,88,2,"Action",1,7,1656,493,1063,53,644,0,153,1.33147885899251,21231141,15977746
"F/X",6.7,1986,18000,1e+07,20603715,10603715,109,2,"Action",1,8,2202,3411,276,53,1593,0,1,1.33147885899251,27433411,13314789
"King Kong Lives",3.9,1986,5600,1e+07,4711220,-5288780,105,2,"Action",1,7,1292,3470,257,53,1991,0,32,1.33147885899251,6272890,13314789
"Wise Guys",5.7,1986,5500,1.3e+07,8475466,-4524534,100,2,"Comedy",5,8,295,1369,459,53,1460,0,7,1.33147885899251,11284904,17309225
"Solarbabies",4.8,1986,4100,2.5e+07,1579260,-23420740,94,2,"Action",1,7,45,4069,1836,53,439,0,1,1.33147885899251,2102751,33286971
"The Manhattan Project",6.2,1986,5600,1.8e+07,3900000,-14100000,117,2,"Sci-Fi",13,7,1673,2598,1082,53,1030,0,1124,1.33147885899251,5192768,23966619
"Gung Ho",6.3,1986,12000,1.8e+07,36611610,18611610,111,2,"Comedy",5,7,2247,1148,1544,53,1623,0,2,1.33147885899251,48747585,23966619
"Murphy's Law",6,1986,5100,6e+06,9947631,3947631,100,2,"Action",1,8,1037,1313,321,53,496,0,6,1.33147885899251,13245060,7988873
"Band of the Hand",6.2,1986,2800,8700000,4865912,-3834088,109,2,"Action",1,8,1978,2394,2074,53,737,0,967,1.33147885899251,6478859,11583866
"Vamp",5.9,1986,5100,3300000,4941117,1641117,93,2,"Comedy",5,8,2140,1068,355,53,1538,0,1,1.33147885899251,6578993,4393880
"Haunted Honeymoon",5.7,1986,6900,1.3e+07,8033397,-4966603,82,2,"Comedy",5,6,880,1351,730,52,1593,0,9,1.33147885899251,10696298,17309225
"Tough Guys",6.2,1986,6800,1e+07,21458229,11458229,104,2,"Comedy",5,6,1157,1700,281,53,2001,0,9,1.33147885899251,28571178,13314789
"The Best of Times",6,1986,6800,1.2e+07,7817314,-4182686,104,2,"Comedy",5,7,2238,3463,1877,53,593,0,1603,1.33147885899251,10408588,15977746
"Firewalker",5.1,1986,6300,8e+06,11949484,3949484,105,2,"Action",1,6,1037,3370,389,53,496,0,1,1.33147885899251,15910485,10651831
"Witchboard",5.7,1986,6600,2e+06,7369373,5369373,98,2,"Horror",10,8,1489,2292,2185,52,1619,0,1,1.33147885899251,9812164,2662958
"Legal Eagles",6,1986,10000,4e+07,93151591,53151591,116,2,"Comedy",5,6,1034,1606,1868,53,2042,0,2,1.33147885899251,124029374,53259154
"Jo Jo Dancer, Your Life Is Calling",6.4,1986,1600,1.4e+07,18034150,4034150,97,2,"Biography",4,8,2133,3427,1840,53,644,0,78,1.33147885899251,24012089,18640704
"The Morning After",6,1986,6200,1.5e+07,25147055,10147055,103,1,"Crime",6,8,2360,1662,915,53,148,1,1128,1.33147885899251,33482772,19972183
"Crimes of the Heart",6.4,1986,3800,2e+07,22905522,2905522,105,1,"Comedy",5,7,312,387,535,53,725,1,982,1.33147885899251,30498218,26629577
"Avenging Force",5.8,1986,2600,4e+06,4679650,679650,104,2,"Action",1,8,2282,1655,1534,53,1947,0,5,1.33147885899251,6230855,5325915
"Heat",5.6,1986,1900,1.7e+07,2793214,-14206786,101,2,"Action",1,8,673,4126,282,53,865,0,6,1.33147885899251,3719105,22635141
"Shanghai Surprise",3.2,1986,5000,1.7e+07,2315683,-14684317,97,2,"Adventure",2,7,1206,2005,1994,52,1094,0,4,1.33147885899251,3083283,22635141
"Power",5.7,1986,2700,1.6e+07,3800000,-12200000,111,2,"Drama",7,8,2360,911,1831,53,1374,0,7,1.33147885899251,5059620,21303662
"Brighton Beach Memoirs",6.8,1986,3400,1.8e+07,11957943,-6042057,108,1,"Comedy",5,7,877,2907,224,53,1732,1,8,1.33147885899251,15921748,23966619
"Violets Are Blue...",5.9,1986,906,1e+07,4743287,-5256713,88,1,"Drama",7,7,1045,2884,2049,53,1731,1,12,1.33147885899251,6315586,13314789
"Tai-Pan",5.6,1986,1600,2.5e+07,4007250,-20992750,127,2,"Adventure",2,8,553,1945,276,53,725,0,1,1.33147885899251,5335569,33286971
"Blue City",4.4,1986,1100,1e+07,6947787,-3052213,83,2,"Action",1,8,1803,3484,1142,53,1623,0,50,1.33147885899251,9250832,13314789
"Sky Bandits",4.6,1986,258,1.8e+07,2295500,-15704500,105,2,"Action",1,6,2709,3872,1977,52,1227,0,12,1.33147885899251,3056410,23966619
"Born American",4.1,1986,1900,3401376,3388020,-13356,95,2,"Action",1,8,2106,3255,1580,53,593,0,34,1.33147885899251,4511077,4528860
"Native Son",5.8,1986,525,2e+06,1301121,-698879,111,2,"Drama",7,6,1181,3305,2256,53,149,0,9,1.33147885899251,1732415,2662958
"The Princess Bride",8.1,1987,402000,1.6e+07,30902642,14902642,98,2,"Adventure",2,6,2164,4126,297,52,68,0,1130,1.37912199069391,42618513,22065952
"Full Metal Jacket",8.3,1987,691000,3e+07,46357676,16357676,116,2,"Drama",7,8,2385,3690,1489,52,1513,0,8,1.37912199069391,63932890,41373660
"Predator",7.8,1987,381000,1.5e+07,98268458,83268458,107,2,"Action",1,8,1316,1884,149,53,2022,0,4,1.37912199069391,135524191,20686830
"RoboCop",7.5,1987,240000,1.3e+07,53424681,40424681,102,2,"Action",1,8,1986,1144,1761,53,1593,0,3,1.37912199069391,73679152,17928586
"Dirty Dancing",7,1987,211000,6e+06,214577242,208577242,100,2,"Drama",7,7,747,1155,1709,53,1065,0,9,1.37912199069391,295928193,8274732
"Adventures in Babysitting",6.9,1987,40000,7e+06,34368475,27368475,102,1,"Adventure",2,7,406,961,609,53,2001,1,140,1.37912199069391,47398320,9653854
"The Untouchables",7.9,1987,289000,2.5e+07,76270454,51270454,119,2,"Crime",6,8,295,930,1246,53,1623,0,1116,1.37912199069391,105186260,34478050
"Spaceballs",7.1,1987,176000,22700000,38119483,15419483,96,2,"Adventure",2,6,1723,2678,1506,53,439,0,1,1.37912199069391,52571417,31306069
"Raising Arizona",7.3,1987,130000,6e+06,29180280,23180280,94,2,"Comedy",5,7,1248,1236,1646,53,613,0,5,1.37912199069391,40243166,8274732
"Lethal Weapon",7.6,1987,243000,1.5e+07,120207127,105207127,109,2,"Action",1,8,2116,3627,1507,53,2079,0,10,1.37912199069391,165780292,20686830
"Near Dark",7,1987,35000,5e+06,3369307,-1630693,94,2,"Action",1,8,1446,2229,18,53,889,0,29,1.37912199069391,4646685,6895610
"Mannequin",5.9,1987,30000,6e+06,42721196,36721196,90,2,"Comedy",5,6,1756,1146,98,53,1030,0,1,1.37912199069391,58917741,8274732
"Masters of the Universe",5.4,1987,38000,2.2e+07,17336370,-4663630,106,2,"Action",1,6,858,942,548,53,1038,0,966,1.37912199069391,23908969,30340684
"Fatal Attraction",6.9,1987,79000,1.4e+07,320145693,306145693,119,2,"Drama",7,8,27,1665,1533,53,1623,0,4,1.37912199069391,441519965,19307708
"Empire of the Sun",7.7,1987,119000,3.5e+07,22238696,-12761304,153,2,"Action",1,6,2452,3974,364,53,139,0,975,1.37912199069391,30669875,48269270
"No Way Out",7.1,1987,37000,1.5e+07,35509515,20509515,114,2,"Action",1,8,2234,2266,1246,53,1593,0,57,1.37912199069391,48971953,20686830
"The Witches of Eastwick",6.6,1987,65000,2.2e+07,63766510,41766510,118,2,"Comedy",5,8,901,2059,859,53,2079,0,1581,1.37912199069391,87941796,30340684
"The Running Man",6.7,1987,144000,2.7e+07,38122105,11122105,101,2,"Action",1,8,1978,3717,149,53,1938,0,1198,1.37912199069391,52575033,37236294
"Black Widow",6.4,1987,9000,10500000,25205460,14705460,102,1,"Crime",6,8,271,3464,510,53,142,1,29,1.37912199069391,34761404,14480781
"Angel Heart",7.3,1987,83000,1.7e+07,17186348,186348,113,2,"Horror",10,13,48,4130,1574,52,516,0,23,1.37912199069391,23702070,23445074
"Moonstruck",7.1,1987,53000,1.5e+07,80642217,65642217,102,1,"Comedy",5,6,1907,2033,337,53,1460,1,1,1.37912199069391,111215455,20686830
"Jaws: the Revenge",3,1987,42000,2.3e+07,51881013,28881013,89,1,"Adventure",2,7,1392,3109,1374,53,2042,1,509,1.37912199069391,71550246,31719806
"Wall Street",7.4,1987,147000,1.5e+07,43848069,28848069,126,2,"Crime",6,8,1915,3693,328,53,2022,0,25,1.37912199069391,60471836,20686830
"Good Morning, Vietnam",7.3,1987,131000,1.3e+07,123922370,110922370,121,2,"Biography",4,8,195,2848,1877,53,2001,0,28,1.37912199069391,170904066,17928586
"A Nightmare on Elm Street 3: Dream Warriors",6.6,1987,73000,4500000,44793222,40293222,96,1,"Fantasy",9,8,453,4095,804,53,1531,1,203,1.37912199069391,61775317,6206049
"Planes, Trains & Automobiles",7.6,1987,128000,3e+07,49530280,19530280,93,2,"Comedy",5,8,1300,1996,2087,53,1623,0,76,1.37912199069391,68308298,41373660
"Overboard",6.9,1987,55000,2.2e+07,26713187,4713187,112,1,"Comedy",5,6,851,2408,762,53,1460,1,1,1.37912199069391,36840744,30340684
"Beverly Hills Cop II",6.5,1987,111000,2.8e+07,299965036,271965036,100,2,"Action",1,8,2602,831,591,53,1623,0,70,1.37912199069391,413688378,38615416
"Superman IV: The Quest for Peace",3.7,1987,44000,1.7e+07,15681020,-1318980,90,2,"Action",1,6,2359,1845,385,52,495,0,1166,1.37912199069391,21626040,23445074
"The Secret of My Success",6.5,1987,31000,1.2e+07,110996879,98996879,111,2,"Comedy",5,7,999,1870,1539,53,1732,0,1636,1.37912199069391,153078237,16549464
"Evil Dead II",7.7,1987,152000,3600000,5923798,2323798,84,2,"Comedy",5,8,2289,3538,269,53,1754,0,93,1.37912199069391,8169640,4964839
"Innerspace",6.8,1987,56000,2.7e+07,25893810,-1106190,120,2,"Action",1,6,1238,639,525,53,2079,0,1,1.37912199069391,35710723,37236294
"The Living Daylights",6.7,1987,91000,4e+07,51186259,11186259,130,2,"Action",1,6,1290,3287,2176,52,855,0,1123,1.37912199069391,70592095,55164880
"Over the Top",5.8,1987,51000,2.5e+07,16057580,-8942420,93,2,"Action",1,6,1729,1323,2112,53,1947,0,518,1.37912199069391,22145362,34478050
"Three Men and a Baby",6.1,1987,50000,1.1e+07,167780960,156780960,102,2,"Comedy",5,6,1555,739,2205,53,2001,0,271,1.37912199069391,231390412,15170342
"La Bamba",6.9,1987,30000,6500000,54215416,47715416,108,2,"Biography",4,7,1593,2480,1377,53,644,0,5,1.37912199069391,74769672,8964293
"The Monster Squad",7,1987,30000,1.2e+07,3769990,-8230010,79,2,"Action",1,7,830,3627,94,53,1938,0,1127,1.37912199069391,5199276,16549464
"Prince of Darkness",6.7,1987,39000,3e+06,14182492,11182492,102,2,"Horror",10,8,1273,1960,560,53,104,0,481,1.37912199069391,19559387,4137366
"Broadcast News",7.2,1987,28000,2e+07,67331309,47331309,133,2,"Comedy",5,8,1084,1686,2304,53,142,0,4,1.37912199069391,92858089,27582440
"Harry and the Hendersons",6,1987,32000,1e+07,49998613,39998613,110,2,"Comedy",5,6,2663,4120,1082,53,139,0,656,1.37912199069391,68954187,13791220
"Creepshow 2",6.1,1987,23000,3500000,1.4e+07,10500000,92,2,"Fantasy",9,8,1755,3717,738,53,1538,0,95,1.37912199069391,19307708,4826927
"*batteries not included",6.7,1987,32000,2.5e+07,65088797,40088797,106,2,"Comedy",5,6,1711,2809,834,53,2042,0,3,1.37912199069391,89765391,34478050
"Roxanne",6.6,1987,42000,1.2e+07,40050884,28050884,107,2,"Comedy",5,6,833,1133,2087,53,646,0,1,1.37912199069391,55235055,16549464
"Dragnet",6,1987,33000,2e+07,66673516,46673516,106,2,"Comedy",5,7,2569,777,436,53,188,0,1,1.37912199069391,91950912,27582440
"Throw Momma from the Train",6.3,1987,35000,1.4e+07,57915972,43915972,88,2,"Comedy",5,7,542,3789,459,53,1593,0,534,1.37912199069391,79873191,19307708
"Teen Wolf Too",3.4,1987,11000,3e+06,7888703,4888703,95,2,"Comedy",5,6,445,1825,925,53,241,0,13,1.37912199069391,10879484,4137366
"Ernest Goes to Camp",5.5,1987,11000,3500000,23509382,20009382,92,2,"Comedy",5,6,1329,2040,1030,53,838,0,114,1.37912199069391,32422306,4826927
"The Hidden",7,1987,18000,5e+06,9747988,4747988,97,2,"Horror",10,8,1047,1877,1286,53,1122,0,1119,1.37912199069391,13443665,6895610
"The Bedroom Window",6.4,1987,5100,8300000,12640385,4340385,112,2,"Crime",6,8,498,251,2085,53,725,0,1119,1.37912199069391,17432633,11446713
"Barfly",7.2,1987,19000,3e+06,3221568,221568,100,2,"Comedy",5,8,192,604,1574,53,1038,0,1,1.37912199069391,4442935,4137366
"Maid to Order",5.5,1987,3300,3e+06,9868521,6868521,93,1,"Fantasy",9,6,91,160,71,53,2069,1,110,1.37912199069391,13609894,4137366
"Blind Date",6,1987,21000,1.8e+07,39337581,21337581,95,1,"Comedy",5,7,256,771,1255,53,2014,1,11,1.37912199069391,54251323,24824196
"No Man's Land",6.1,1987,4400,8e+06,2877571,-5122429,106,2,"Crime",6,8,2043,1037,328,53,1593,0,31,1.37912199069391,3968521,11032976
"Ishtar",4.5,1987,11000,5.5e+07,14375181,-40624819,107,2,"Action",1,7,737,1153,2279,53,644,0,1,1.37912199069391,19825128,75851709
"The Garbage Pail Kids Movie",2.6,1987,7600,1e+06,1576615,576615,100,2,"Adventure",2,6,2223,2421,136,53,241,0,1168,1.37912199069391,2174344,1379122
"Project X",6.1,1987,10000,1.8e+07,21589395,3589395,108,2,"Comedy",5,6,1364,2370,1484,53,142,0,11,1.37912199069391,29774409,24824196
"Three O'Clock High",7.1,1987,11000,6e+06,3685862,-2314138,101,2,"Comedy",5,7,2049,3272,299,53,54,0,25,1.37912199069391,5083253,8274732
"The Barbarians",5,1987,3600,4e+06,8e+05,-3200000,87,2,"Action",1,8,2260,95,499,25,500,0,1116,1.37912199069391,1103298,5516488
"The Believers",6.1,1987,6500,1.3e+07,18753438,5753438,114,2,"Crime",6,8,1333,2916,1462,53,1593,0,1116,1.37912199069391,25863279,17928586
"Death Wish 4: The Crackdown",5.4,1987,9100,5e+06,6880310,1880310,99,2,"Action",1,8,1037,491,321,53,1038,0,1150,1.37912199069391,9488787,6895610
"Cry Freedom",7.4,1987,13000,2.9e+07,5899797,-23100203,157,2,"Biography",4,6,2110,1945,526,52,2042,0,6,1.37912199069391,8136540,39994538
"Assassination",5.2,1987,3000,5e+06,6075793,1075793,88,2,"Action",1,7,2033,3300,321,53,1947,0,3,1.37912199069391,8379260,6895610
"Someone to Watch Over Me",6.1,1987,9700,12800000,10278549,-2521451,106,2,"Crime",6,8,2148,1555,2188,53,644,0,163,1.37912199069391,14175373,17652761
"Ironweed",6.7,1987,8600,2.7e+07,7393346,-19606654,143,2,"Drama",7,8,988,4133,859,53,1137,0,1,1.37912199069391,10196326,37236294
"Who's That Girl",4.8,1987,9600,1.7e+07,7305209,-9694791,92,1,"Comedy",5,6,1073,209,1408,53,1952,1,42,1.37912199069391,10074774,23445074
"Extreme Prejudice",6.6,1987,6400,2.2e+07,11307844,-10692156,104,2,"Action",1,8,2641,2025,1641,53,517,0,7,1.37912199069391,15594896,30340684
"Matewan",7.9,1987,7500,4e+06,1680358,-2319642,135,2,"Drama",7,7,1332,2046,348,53,586,0,1,1.37912199069391,2317419,5516488
"Suspect",6.6,1987,9600,14500000,18782400,4282400,121,1,"Crime",6,8,2044,1211,337,53,2014,1,1,1.37912199069391,25903221,19997269
"The Fourth Protocol",6.6,1987,9200,6e+06,12423831,6423831,119,2,"Thriller",14,8,1311,1362,1527,52,983,0,1121,1.37912199069391,17133979,8274732
"Hiding Out",6.4,1987,3500,7e+06,7019441,19441,98,2,"Comedy",5,7,266,1916,1100,53,725,0,26,1.37912199069391,9680665,9653854
"Made in Heaven",6.4,1987,3200,1.3e+07,4572845,-8427155,103,2,"Comedy",5,6,51,517,2177,53,1373,0,145,1.37912199069391,6306511,17928586
"Date with an Angel",5.7,1987,2600,8e+06,1988962,-6011038,105,2,"Comedy",5,6,2572,3961,1535,53,725,0,64,1.37912199069391,2743021,11032976
"Critical Condition",5.4,1987,3200,1.4e+07,20240502,6240502,97,2,"Comedy",5,8,1734,996,1840,53,1623,0,2,1.37912199069391,27914121,19307708
"Like Father Like Son",5.2,1987,5700,10500000,34377585,23877585,100,2,"Comedy",5,7,2224,2446,577,53,1172,0,40,1.37912199069391,47410883,14480781
"Steel Dawn",5.1,1987,4700,3520000,562187,-2957813,100,2,"Action",1,8,1518,1075,1709,53,1184,0,16,1.37912199069391,775324,4854509
"Tin Men",6.6,1987,8000,1.1e+07,25411386,14411386,112,2,"Comedy",5,8,195,335,1828,53,2001,0,30,1.37912199069391,35045401,15170342
"Prison",5.8,1987,4000,4e+06,345704,-3654296,102,2,"Crime",6,8,2106,1591,1291,53,837,0,1,1.37912199069391,476768,5516488
"Street Smart",6.4,1987,2900,5e+06,1119112,-3880888,97,2,"Crime",6,8,1187,896,385,53,1038,0,22,1.37912199069391,1543392,6895610
"The House on Carroll Street",6.1,1987,2300,1.4e+07,459824,-13540176,101,1,"Thriller",14,6,2044,4071,1228,53,1593,1,1216,1.37912199069391,634153,19307708
"The Principal",6.3,1987,9300,1.1e+07,19734940,8734940,109,2,"Action",1,8,439,1287,1021,53,2014,0,1116,1.37912199069391,27216890,15170342
"American Ninja 2: The Confrontation",4.9,1987,8200,350000,4e+06,3650000,90,2,"Action",1,8,2282,315,1534,53,1038,0,1177,1.37912199069391,5516488,482693
"A Prayer for the Dying",6.3,1987,4800,6e+06,1432687,-4567313,107,2,"Action",1,8,1817,1634,1574,52,1969,0,650,1.37912199069391,1975850,8274732
"Slam Dance",5.3,1987,1400,4500000,406881,-4093119,92,2,"Crime",6,8,2647,1055,2200,52,2128,0,6,1.37912199069391,561139,6206049
